customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore,split
5950-AAAGJ,0,2023-03-01,Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,No,No,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,84.3,325.94,3.0,2.0,train
6060-QBMGV,0,2023-03-01,Two year,No,Credit card (automatic),No,Quarter,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes, No  ,male,0.0,Yes,No,College,2.0,Self-employed,60–100k,19.85,0.0,0.0,3.0,train
5443-SCMKX,0,2023-03-01,One year,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,94.3,323.81,0.0,2.0,train
6036-TTFYU,0,2023-03-01,Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,female,0.0,Yes,No,College,2.0,Employed,60–100k,19.6,47.94,3.0,3.0,train
1053-MXTTK,0,2023-03-01,Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,108.65,308.43,5.0,2.0,train
0260-ZDLGK,1,2023-03-01,Month-to-month,Yes,Mailed check,Yes,Monthly,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,female,0.0,No,Yes,College,3.0,Self-employed,100–150k,72.9,238.86,1.0,2.0,train
3279-DYZQM,0,2023-03-01,Two year,No,Mailed check,No,Annual,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,male,0.0,Yes,Yes,College,2.0,Employed,60–100k,19.45,11.53,0.0,3.0,train
7299-GNVPL,0,2023-03-01,Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,female,0.0,Yes,Yes,Bachelor,4.0,Self-employed,>150k,84.4,269.88,6.0,3.0,train
0519-DRGTI,0,2023-03-01,Month-to-month,No,Mailed check,No,Monthly,No,No, Yes  ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,female,0.0,Yes,Yes,College,3.0,Employed,60–100k,20.35,7.36,0.0,3.0,train
8623-TMRBY,1,2023-03-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,yes,No,No,Yes,No,Yes,Yes,male,1.0,Yes,Yes,College,3.0,Retired,100–150k,84.2,178.35,3.0,2.0,train
9919-FZDED,0,2023-03-01,Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,male,1.0,Yes,No,College,2.0,Retired,100–150k,84.1,186.32,0.0,2.0,train
4623-ZKHLY,0,2023-03-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,male,0.0,Yes,No,College,2.0,Self-employed,60–100k,20.45,19.57,3.0,3.0,train
4890-VMUAV,0,2023-03-01,One year,No,Electronic check,No,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,male,0.0,No,No,College,1.0,Self-employed,100–150k,71.5,160.6,2.0,3.0,train
1960-UYCNN,0,2023-03-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,95.25,327.51,3.0,2.0,train
1771-OADNZ,1,2023-03-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,male,1.0,Yes,No,College,3.0,Retired,100–150k,95.9,187.71,0.0,1.0,train
7020-OZKXZ,0,2023-03-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,No,Yes,No,female,1.0,No,No,College,1.0,Retired,100–150k,75.5,160.14,0.0,2.0,train
2546-KZAAT,0,2023-03-01,One year,Yes,Mailed check,No,Quarter,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes, Yes  ,male,0.0,Yes,No,College,2.0,Self-employed,100–150k,75.4,266.8,1.0,2.0,train
5248-KWLAR,0,2023-03-01,Two year,No,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, No  ,Yes,male,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,90.35,229.61,0.0,2.0,train
4404-HIBDJ,1,2023-03-01,One year,No,Mailed check,No,Monthly,No,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,female,0.0,No,No,College,1.0,Self-employed,100–150k,74.3,249.57,6.0,2.0,train
7375-WMVMT,0,2023-03-01,Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,male,1.0,Yes,No,College,2.0,Retired,100–150k,95.5,260.8,8.0,2.0,train
3398-GCPMU,0,2023-03-01,Two year,Yes,Credit card (automatic),No,Monthly,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,female,1.0,Yes,Yes,Bachelor,3.0,Retired,100–150k,89.55,168.65,0.0,3.0,train
2754-SDJRD,0,2023-03-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,Yes,Yes,Fiber optic,No,No,Yeo,Yes,Yes,Yes,No,Yes,Yes,No,female,1.0,No,No,College,1.0,Retired,100–150k,100.15,248.87,0.0,1.0,train
3413-DHLPB,0,2023-03-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,103.75,352.77,6.0,2.0,train
6204-IEUXJ,1,2023-03-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,No,Yes,Yes,No,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,80.1,270.89,4.0,ORPH-a53a5b75,train
3694-DELSO,0,2023-03-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes,No,No phone service,DSL,Yes,No,No,No,Yes,No,Yes,No,No,No,male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,38.55,119.2,2.0,2.0,train
9534-NSXEM,0,2023-03-01,One year,Yes,Credit card (automatic),Yes,Semiann,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,20.65,0.0,0.0,3.0,train
3426-NIYYL,1,2023-03-01,Month-to-month,No,Electronic check,Yes,Monthly,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Yes,No,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,51.55,132.12,0.0,2.0,train
2346-DJQTB,0,2023-03-01,Month-to-month,No,Electronic check,No,Monthly,Yes,Yes,No,No phone service,DSL,No,no internet service,No,No,No,No,Yes,Yes,No,No,female,0.0,No,No,College,1.0,Employed,60–100k,24.15,176.22,0.0,3.0,train
5141-ZUVBH,0,2023-03-01,Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,female,0.0,No,Yes,Bachelor,4.0,Self-employed,>150k,93.0,310.25,6.0,3.0,train
7799-DSEWS,0,2023-03-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,male,0.0,No,No,College,1.0,Self-employed,100–150k,68.35,141.33,5.0,3.0,train
6997-UVGOX,0,2023-03-01,Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,YES ,Yes,Yes,Yes,No,No, No  ,male,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,85.45,197.91,3.0,3.0,train
7748-UMTRK,0,2023-03-01,Month-to-month,Yes,Electronic check,Yes,semiann,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,female,1.0,No,Yes,Bachelor,4.0,Retired,>150k,101.3,200.28,0.0,3.0,train
8178-EYZUO,1,2023-03-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,93.7,220.98,7.0,3.0,train
7055-JCGNI,0,2023-03-01,Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,no internet service,Yes,Yes,Yes,Yes,Yes,No,Yes,female,0.0,No,No,Bachelor,1.0,Retired,>150k,111.95,351.58,4.0,3.0,train
0397-GZBBC,1,2023-03-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,Yes,No,Yes,male,1.0,Yes,No,College,2.0,Retired,100–150k,93.85,254.27,0.0,2.0,train
2262-SLNVK,0,2023-03-01,Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes, No  ,No,No,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,70.1,200.87,4.0,2.0,train
8705-DWKTI,0,2023-04-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,No, Yes  ,No,No,Yes,Yes,Yes,Yes,No,male,0.0,No,Yes,Bachelor,1.0,Retired,>150k,83.8,349.9,0.0,2.0,train
7581-EBBOU,0,2023-04-01,One year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,female,0.0,No,No,College,1.0,Retired,100–150k,70.15,170.81,3.0,3.0,train
6008-NAIXK,0,2023-04-01,One year,Yes,Electronic check,Yes,Monthly,No,Yes, No  ,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,male,1.0,No,No,College,2.0,Retired,60–100k,55.45,231.56,4.0,2.0,train
5458-CQJTA,1,2023-04-01,Two year,Yes,Bank transfer (automatic),Yes,Quarter,No,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,Yes,Yes,College,3.0,Retired,100–150k,74.8,210.07,5.0,2.0,train
1240-HCBOH,0,2023-04-01,Two year,Yes,Mailed check,No,Annual,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,female,0.0,No,No,College,1.0,Self-employed,60–100k,26.1,0.0,0.0,3.0,train
8779-YIQQA,0,2023-04-01,One year,No,Mailed check,Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,male,0.0,Yes,Yes,College,2.0,Employed,60–100k,19.8,0.0,0.0,3.0,train
9029-FEGVJ,0,2023-04-01,Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,No,No,No,female,1.0,Yes,No,College,3.0,Retired,100–150k,79.3,200.68,0.0,2.0,train
1264-BYWMS,1,2023-04-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,96.8,357.45,3.0,3.0,train
9837-BMCLM,1,2023-04-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,Yes,No,male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,78.5,328.92,0.0,2.0,train
6874-SGLHU,0,2023-04-01,One year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Retired,>150k,97.0,360.85,4.0,2.0,train
5322-TEUJK,0,2023-04-01,Two year,No,Bank transfer (automatic),No,Quarter,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,female,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,114.6,399.63,3.0,2.0,train
8544-JNBOX,0,2023-04-01,Two year,Yes,Mailed check,No,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,male,0.0,No,No,College,1.0,Self-employed,60–100k,20.8,27.79,2.0,3.0,train
2911-UREFD,1,2023-04-01,Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,female,0.0,Yes,No,College,2.0,Self-employed,60–100k,55.9,243.39,0.0,3.0,train
6175-IRFIT,0,2023-04-01,Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Yes,NO ,No,male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,78.75,299.04,5.0,2.0,train
9972-NKTFD,0,2023-04-01,Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,female,0.0,No,No,College,2.0,Self-employed,60–100k,54.65,183.51,7.0,2.0,train
2664-XJZNO,0,2023-04-01,Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,104.9,325.48,3.0,2.0,train
5707-ORNDZ,1,2023-04-01,UNK-cc843669,No,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,No,No, Yes  ,male,1.0,No,No,College,1.0,Retired,60–100k,54.55,76.41,0.0,1.0,train
5092-STPKP,0,2023-04-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,female,0.0,No,No,College,1.0,Self-employed,60–100k,56.35,154.64,6.0,2.0,train
7839-NUIAA,0,2023-04-01,Month-to-month,No,Electronic check,No,Monthly,Yes,Yes,Yes,Yes,DSL,Yes, Yes  ,No,No,No,No,Yes,No,Yes,Yes,female,0.0,Yes,Yes,College,5.0,Self-employed,100–150k,59.8,81.79,4.0,3.0,train
2626-URJFX,1,2023-04-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Yes,No,No,No,male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,50.9,88.55,2.0,3.0,train
7124-UGSUR,1,2023-04-01,One year,Yes,Credit card (automatic),Yes,Quarter,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,104.4,221.15,0.0,1.0,train
0567-XRHCU,0,2023-04-01,Two year,Yes,Credit card (automatic),Yes,Annual,No,Yes,No,No phone service,DSL,Yes,No,Yes, No  ,No,Yes,Yes,Yes,No,No,female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,43.95,181.67,0.0,2.0,train
2599-CIPQE,0,2023-04-01,Two year,No,Credit card (automatic),Yes,Monthly,No,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes, Yes  ,Yes,Yes,No,Yes,male,0.0,Yes,Yes,Bachelor,4.0,Self-employed,>150k,109.3,370.43,3.0,3.0,train
1561-BWHIN,0,2023-04-01,One year,No,Mailed check,No,Annual,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,male,0.0,Yes,Yes,College,3.0,Employed,60–100k,19.8,0.0,0.0,2.0,train
9039-RBEEE,1,2023-04-01,Month-to-month,Yes,Credit card (automatic),No,Monthly,Yes,Yes,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,male,0.0,No,No,College,1.0,Self-employed,60–100k,48.95,185.5,4.0,3.0,train
7594-LZNWR,0,2023-04-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No,No,No,male,1.0,No,No,College,1.0,Retired,100–150k,69.15,153.59,0.0,2.0,train
2277-VWCNI,0,2023-04-01,Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Yes,Yes,female,1.0,No,No,HighSchool,1.0,Retired,60–100k,48.75,79.47,3.0,2.0,train
9823-EALYC,0,2023-04-01,Two year,Yes,Bank transfer (automatic),No,Annual,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,male,0.0,Yes,Yes,College,4.0,Retired,100–150k,80.85,194.42,9.0,3.0,train
5792-JALQC,0,2023-04-01,Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,No,female,1.0,No,No,College,1.0,Retired,60–100k,59.85,73.67,0.0,1.0,train
1301-LOPVR,0,2023-04-01,One year,Yes,Credit card (automatic),No,Quarter,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,55.35,170.63,7.0,4.0,train
2107-FBPTK,0,2023-04-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,female,1.0,No,No,Bachelor,2.0,Retired,>150k,104.1,264.89,1.0,2.0,train
8328-SKJNO,0,2023-04-01,One year,No,Bank transfer (automatic),No,Monthly,No,Yes,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,male,0.0,No,Yes,College,1.0,Self-employed,60–100k,40.65,184.81,4.0,3.0,train
9822-WMWVG,0,2023-04-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,female,0.0,No,No,Bachelor,1.0,Retired,>150k,106.5,313.13,4.0,2.0,train
0430-IHCDJ,0,2023-04-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,No,No,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,49.0,83.33,0.0,2.0,train
8800-JOOCF,0,2023-04-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,female,0.0,No,Yes,Bachelor,2.0,Self-employed,>150k,84.05,316.15,3.0,2.0,train
6137-NICCO,0,2023-04-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No, Yes  ,No,No,Yes,Yes,Yes,female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,94.05,298.14,6.0,2.0,train
1194-HVAIF,0,2023-04-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes, Yes  ,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,95.0,376.5,2.0,2.0,train
5854-KSRBJ,0,2023-04-01,Two year,No,Mailed check,Yes,Quarter,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,male,0.0,Yes,Yes,College,2.0,Employed,60–100k,25.4,0.0,3.0,4.0,train
5999-LCXAO,0,2023-04-01,Month-to-month,No,Mailed check,Yes,Monthly,No,No,No,No phone service,DSL,Yes,No,No,No,No,No,Yes,Yes,No,No,female,0.0,No,No,College,1.0,Employed,60–100k,29.9,133.41,2.0,2.0,train
6173-GOLSU,0,2023-04-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,male,1.0,Yes,No,College,2.0,Retired,100–150k,94.65,190.13,9.0,2.0,train
8430-TWCBX,0,2023-04-01,One year,No,Credit card (automatic),Yes,Semiann,Yes,Yes,Ies,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,female,0.0,Yes,No,College,3.0,Self-employed,60–100k,20.7,0.0,0.0,4.0,train
6959-UWKHF,1,2023-04-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,No,DSL,No,No,No Znternet service,No,No,No,Yes,Yes,No,Yes,male,0.0,No,No,College,1.0,Self-employed,60–100k,42.9,160.36,0.0,2.0,train
9365-CSLBQ,0,2023-04-01,Two year,No,Mailed check,No,Annual,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No, No  ,Yes,No,male,0.0,No,Yes,College,1.0,Employed,60–100k,24.35,0.0,3.0,4.0,train
5863-OOKCL,0,2023-04-01,Month-to-month,No,Mailed check,No,Monthly,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,Yes,female,0.0,No,No,College,1.0,Employed,60–100k,18.85,47.91,0.0,3.0,train
5404-GGUKR,0,2023-04-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,Yes,Yes,No,Yes,male,0.0,No,No,College,1.0,Self-employed,60–100k,51.35,139.91,2.0,2.0,train
1915-IOFGU,1,2023-04-01,Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,No,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,70.5,208.17,0.0,2.0,train
1919-RTPQD,0,2023-04-01,Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Yes,No,No,No,male,0.0,Yes,Yes,College,3.0,Employed,60–100k,44.75,107.18,3.0,2.0,train
4632-XJMEX,0,2023-04-01,One year,No,Credit card (automatic),No,Monthly,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,male,0.0,No,Yes,College,3.0,Self-employed,100–150k,62.85,132.14,6.0,3.0,train
2969-VAPYH,0,2023-04-01,One year,No,Credit card (automatic),No,Monthly,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,female,0.0,No,No,College,1.0,Self-employed,100–150k,60.5,81.71,6.0,3.0,train
0769-MURVM,0,2023-04-01,Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,female,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,65.7,196.4,4.0,2.0,train
3146-JTQHR,0,2023-04-01,One year,No,Bank transfer (automatic),Yes,Monthly,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,male,0.0,Yes,No,College,2.0,Self-employed,60–100k,19.6,19.85,0.0,2.0,train
6124-ACRHJ,0,2023-04-01,Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,female,0.0,No,No,College,1.0,Employed,60–100k,19.75,32.36,2.0,3.0,train
9134-WYRVP,0,2023-04-01,One year,No,Mailed check,Yes,Monthly,No,Yes,Yes,No,no,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,86.35,372.58,8.0,3.0,train
8972-HJWNV,1,2023-04-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,Yes,Yes,female,1.0,Yes,No,College,2.0,Retired,100–150k,84.55,217.94,7.0,1.0,train
9070-BCKQP,0,2023-04-01,Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,110.15,357.02,11.0,2.0,train
0886-QGENL,1,2023-04-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,no,Yes,female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,101.25,246.3,4.0,1.0,train
6408-OTUBZ,0,2023-04-01,One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,female,0.0,No,No,Bachelor,1.0,Retired,>150k,104.55,317.32,5.0,2.0,train
9000-PLFUZ,0,2023-04-01,Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,female,1.0,Yes,No,HighSchool,2.0,Retired,60–100k,49.45,172.29,8.0,3.0,train
8559-CIZFV,1,2023-04-01, One year  ,No,Mailed check,Yes,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,77.5,190.54,8.0,2.0,train
0130-SXOUN,0,2023-04-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,89.4,346.24,0.0,2.0,train
1354-YZFNB,0,2023-04-01,Two year,No,Credit card (automatic),No,Quarter,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,19.55,73.11,0.0,2.0,train
