gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,customerID
Female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,5149-QYTTU
Female,1.0,No,No,College,1.0,Retired,100–150k,2070-XYMFH
Male,0.0,Yes,No,Bachelor,3.0,Retired,>150k,2085-BOJKI
Male,0.0,No,No,College,1.0,Self-employed,100–150k,0817-HSUSE
Male,0.0,Yes,Yes,College,3.0,Employed,60–100k,5442-PPTJY
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,1927-QEWMY
Male,0.0,No,,College,1.0,Employed,60–100k,1663-MHLHE
Male,1.0,Yes,No,College,2.0,Retired,100–150k,5663-QBGIS
Male,0.0,Yes,Yes,COLLEGE ,2.0,Self-employed,>150k,4450-MDZFX
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,
Female,0.0,Yes,No,College,2.0,Employed,60–100k,7554-AKDQF
Male,1.0,Yes,No,College,2.0,Retired,100–150k,3536-IQCTX
Female,0.0,No,Yes,Bachelor,2.0,Retired,>150k,4911-BANWH
Male,0.0,No,No,Bachelor,2.0,Retired,>150k,8496-EJAUI
Male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,0794-YVSGE
Female,0.0,No,No,College,2.0,Self-employed,60–100k,5423-BHIXO
Male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,6908-VVYHM
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,2959-EEXWB
Male,0.0,No,No,College,1.0,Employed,60–100k,1839-UMACK
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,3030-YDNRM
Male,0.0,No,Yes,College,2.0,Employed,60–100k,7321-KKSDU
Female,1.0,Yes,No,College,3.0,Retired,60–100k,3402-XRIUO
Male,1.0,Yes,No,HighSchool,3.0,Retired,60–100k,3132-TVFDZ
Male,0.0,No,No,College,1.0,Employed,60–100k,8286-AFUYI
Male,1.0,No,No,HighSchool,1.0,Retired,60–100k,8080-DDEMJ
Female,0.0, Yes  ,No,College,2.0,Self-employed,60–100k,8356-WUAOJ
Male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,6365-MTGZX
Male,0.0,No,No,College,1.0,Self-employed,60–100k,1349-WXNGG
Male,1.0,No,No,College,1.0,Retired,100–150k,8058-DMYRU
Female,0.0,No,No,College,2.0,Self-employed,60–100k,9350-ZXYJC
Male,0.0,Yes,Yes, Bachelor  ,5.0,Self-employed,>150k,6990-YNRIO
Female,,Yes,No,College,3.0,Employed,60–100k,8958-JPTRR
Male,0.0,No,No,College,1.0,Self-employed,100–150k,6959-GQEGV
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,3173-WSSUE
Male,0.0,Yes,No,College,2.0,Self-employed,100–150k,1265-HVPZB
Male,0.0,No,No,College,1.0,Self-employed,60–100k,4115-UMJFQ
Male,0.0,No,No,College,1.0,Employed,60–100k,7369-TRPFD
Female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,1098-KFQEC
Female,0.0,No, No  ,College,1.0,Employed,60–100k,7190-XHTWJ
Male,0.0,No,No,College,1.0,Self-employed,60–100k,0621-TWIEM
Female,1.0,Yes,No,College,2.0,Retired,60–100k,3537-RYBHH
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,2485-ITVKB
Male,0.0,No,No,College,1.0,Self-employed,60–100k,3669-OYSJI
Female,0.0,,No,College,1.0,Employed,60–100k,1612-EOHDH
Male,1.0,No,No,HighSchool,1.0,Retired,60–100k,6702-OHFWR
Male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,5296-BFCYD
Female,1.0,No,No,College,2.0,Retired,60–100k,4510-PYUSH
Female,0.0,Yes,No,College,2.0,Self-employed,100–150k,9359-JANWS
Female,0.0,Yes,No,Bachelor,4.0,Self-employed,>150k,7517-SAWMO
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4143-HHPMK
Male,0.0,Yes,Yes,College,2.0,Employed,60–100k,3279-DYZQM
Female,0.0,No,No,College,1.0,Employed,60–100k,7054-LGEQW
Female,1.0,No,No,College,3.0,Retired,60–100k,0523-VNGTF
Male,0.0,Yes,No,College,2.0,Employed,60–100k,9575-IWCAZ
Female,1.0,Yes,No,College,2.0,Retired,60–100k,7105-MXJLL
Male,1.0,No,No,College,1.0,Retired,100–150k,7064-FRRSW
Female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,7940-UQQUG
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0923-PNFUB
Male,0.0,No,No,College,1.0,Self-employed,60–100k,3961-SXAXY
Male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,7010-BRBUU
Male,0.0,No,No,College,1.0,Self-employed,60–100k,3566-HJGPK
Female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,3062-ICYZQ
Female,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,9938-PRCVK
Female,0.0,Yes,Yes,College,2.0,Retired,100–150k,0973-KYVNF
Female,0.0,Yes,No,College,2.0,Self-employed,100–150k,5129-HHMZC
Male,0.0,Yes,No,Bachelor,2.0,Retired, >150k  ,9637-CDTKZ
Male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,3946-JEWRQ
Male,0.0,No,No,College,1.0,Self-employed,100–150k,7873-CVMAW
Male,0.0,No,No,College,2.0,Self-employed,60–100k,0463-WZZKO
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,3494-JCHRQ
Gemale,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6474-FVJLC
Male,0.0,No,No,College,3.0,Self-employed,60–100k,4524-QCSSM
Male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,5832-EXGTT
Female,1.0,Yes,No,College,3.0,Retired,100–150k,8840-DQLGN
Male,0.0,No,No,College,1.0,Self-employed,60–100k,2039-JONDJ
Male,0.0,Yes,Yes,College,3.0,Retired,100–150k,7217-JYHOQ
Male,0.0,Yes,Yes,College,4.0,Retired,100–150k, 6695-FRVEC  
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4547-LYTDD
Female,0.0,No,No,College,1.0,Self-employed,60–100k,9894-QMIMJ
Male,0.0,No,No,College,1.0,Self-employed,60–100k,8069-YQQAJ
Female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,6770-XUAGN
Female,1.0,No,No,HighSchool,2.0,Retired,60–100k,4193-ORFCL
Male,1.0,No,No,College,1.0,Retired,60–100k,1636-NTNCO
Male,0.0,No,Yes,College,1.0,Self-employed,100–150k,3466-WAESX
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,9281-PKKZE
,0.0,No,Yes,College,2.0,Retired,100–150k,3638-VBZTA
Male,0.0,No,No,College,1.0,Self-employed,100–150k,7459-IMVYU
Male,1.0,Yes,No,College,3.0,Retired,60–100k,7776-QWNFX
Female,1.0,No,No,College,1.0,Retired,100–150k,6689-TCZHQ
 Male  ,0.0,No,,Bachelor,1.0,Retired,>150k,8563-OYMQY
Male,0.0,Yes,Yes,College,3.0,Employed,60–100k,0754-EEBDC
Female,0.0,No,No,College,2.0,Employed,60–100k,5777-ZPQNC
Male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,1951-IEYXM
Male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,3318-NMQXL
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,3143-ILDAL
Female,0.0,No,No,College,1.0,Self-employed,60–100k,1022-RKXDR
Male,0.0,No,No,College,1.0,Self-employed,60–100k,2361-FJWNO
Female,0.0,No,No,College,1.0,Self-employed,100–150k,2272-UOINI
Male,0.0,No,No,College,1.0,Self-employed,60–100k,8232-UTFOZ
Male,0.0,Yes,Yes,College,2.0,Employed,60–100k,3750-YHRYO
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,6637-KYRCV
Female,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,5668-MEISB
Male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,0129-QMPDR
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,7188-CBBBA
Female,0.0,No,No,College,1.0,Rezired,100–150k,5356-CSVSQ
Male,0.0,No,No,College,1.0,Self-employed,60–100k,3221-CJMSG
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,4720-VSTSI
Female,1.0,Yes,No,College,2.0,Retired,100–150k,3219-JQRSL
Male,0.0,No,No,College,1.0,Self-employed,60–100k,2801-NISEI
Male,0.0,No,No,College,1.0,Self-employed,60–100k,3946-MHCZW
Male,0.0,Yes,No,College,2.0,Self-employed,60–100k,4623-ZKHLY
Male,0.0, Yes  ,Yes,College,2.0,Retired,100–150k,6732-VAILE
Male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,8201-AAXCB
Male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,7696-CFTAT
Female,1.0,Yes,Yes,College,3.0,Retired,100–150k,1845-CSBRZ
Female,0.0,Yes,Yes,College,2.0,Retired,100–150k,2123-VSCOT
Male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,6651-AZVTJ
Male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,4566-GOLUK
Female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,2484-DGXPZ
Male,0.0,Yes,Yes,Bachelor,5.0,Self-employed,>150k,2018-QKYGT
Male,,No,No,College,1.0,Self-employed,60–100k,2792-VPPET
Female,0.0,Yes,No,,,Retired,>150k,7409-JURKQ
Male,0.0,No,No,COLLEGE ,1.0,Employed,60–100k,3247-MHJKM
Male,0.0,No,No,College,1.0,Self-employed,60–100k,1964-SVLEA
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4587-NUKOX
Female,0.0,No,No,College,2.0,Self-employed,60–100k,7297-DVYGA
Female,0.0,Yes,No,College,3.0,Retired,100–150k,2239-CGBUZ
Female,0.0,Yes,Yes,College,4.0,Employed,60–100k,0854-UYHZD
Female,0.0,No,No,College,2.0,Employed,60–100k,7243-LCGGZ
Male,0.0,No,Yes,College,2.0,Self-employed,60–100k,8267-KFGYD
Male,0.0,No,No,College,1.0,Self-employed,100–150k,4890-VMUAV
Male,0.0,No,No,College,1.0,Self-employed,60–100k,9261-WDCAF
 Male  ,0.0,No,No,College,1.0,Self-employed,60–100k,3764-MNMOI
Male,0.0,No,No,College,1.0,Self-employed,60–100k,7442-YGZFK
Male,0.0,No,Yes,College,1.0,Employed,60–100k,0420-BWTPW
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,8229-BUJHX
Male,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,7449-HVPIV
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,5504-WSIUR
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8183-ONMXC
Male,0.0,Yes,Yes,Bachelor,2.0,Self-employed,60–100K ,8466-PZBLH
Male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,9614-RMGHA
Male,0.0,Yes,No,College,2.0,Self-employed,60–100k,8735-IJJEG
Female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,0564-MUUQK
Male,0.0,No,Yes,Bachelor,3.0,Self-employed,>150k,5054-IEXZT
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,5834-ASPWA
Female,0.0,Yes,,Bachelor,4.0,Retired,>150k,0701-RFGFI
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,0019-EFAEP
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,5619-PTMIK
Male,0.0,No,No,Bachelor,1.0,Retired,>150k,3737-XBQDD
Female,0.0,Yes,Yes,College,,Employed,60–100k,5882-CMAZQ
Female,0.0,Yes, Yes  ,Bachelor,3.0,Self-employed,>150k,5846-QFDFI
Female,0.0,No,No,College,2.0,Retired,100–150k,4445-KWOKW
Male,0.0,No,No,Bachelor,1.0,Retired,>150k,3511-APPBJ
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,7967-HYCDE
Male,0.0,No,No,College,1.0,Self-employed,60–100k,2430-RRYUW
Male,0.0,No,No,College,3.0,Self-employed,60–100k,3948-XHGNA
Male,1.0, No  ,No,College,1.0,Retired,60–100k,3723-BFBGR
Male,0.0,No,No,College,2.0,Retired,100–150k,0565-IYCGT
Female,0.0,No,No,Bachelor,2.0,Retired,>150k,5447-WZAFP
Female,0.0,No,No,College,1.0,Self-employed,60–100k,5110-CHOPY
 Female  ,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,5445-UTODQ
 Female  ,0.0,No,No,College,1.0,Self-employed,60–100k,4425-OWHWB
Female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,7892-QVYKW
Male,0.0,Yes,Yes,College,5.0,Self-employed,100–150k,9675-ICXCT
Male,0.0,Yes,NO ,Bachelor,2.0,Self-employed,>150k,1024-VRZHF
Male,0.0,No,No,College,1.0,Employed,60–100k,4703-MQYKT
Male,1.0,No,No,College,1.0,Retired,100–150k,9497-QCMMS
Male,1.0,No,No,College,1.0,Retired,100–150k,5692-ICXLW
Female,0.0,No,No,College,1.0,Self-employed,100–150k,0602-DDUML
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,2208-MPXIO
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,1960-UYCNN
Female,0.0,Yes,No,Bachelor,2.0,,,0348-SDKOL
Male,0.0,No,Yes,,1.0,Employed,60–100k,3190-FZATL
Male,0.0,Yes,No,College,3.0,Self-employed,100–150k,7336-RLLRH
Female,0.0,Yes,Yes,Bachelor,5.0,SELF-EMPLOYED ,>150k,4373-MAVJG
Female,0.0,Yes,Yes,College,4.0,Employed,60–100k,8901-HJXTF
,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,7710-JSYOA
Female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,5419-KLXBN
Male,1.0,Yes,No,Bachelor,2.0,Retired,>150k,3424-NMNBO
Female,0.0,Yes,Yes,College,2.0, Self-employed  ,60–100k,9885-MFVSU
Female,1.0,No,No,College,1.0,Retired,100–150k, 4514-GFCFI  
Male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,0607-MVMGC
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,3365-SAIGS
Female,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,9828-AOQLM
Male,0.0,No,No,College,1.0,Employed,60–100k,8022-BECSI
Female,1.0,No,No,College,1.0,Retired,100–150k,8000-REIQB
Male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,9993-LHIEB
Female,0.0, Yes  ,Yes,Bachelor,2.0,Retired,>150k,0266-CLZKZ
Female,0.0,Yes,,College,3.0,Employed,60–100k,7615-ESMYF
Male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,3858-VOBET
Female,1.0,No,No,College,1.0,Retired,100–150k,7020-OZKXZ
Female,0.0,No,No,College,2.0,Employed,60–100k,3977-QCRSL
Male,0.0,No,No,College,2.0,Self-employed,60–100k,0017-DINOC
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,1447-PJGGA
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8565-CLBZW
Female,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,9139-WQQDY
Male,0.0,No,No,College,2.0,Employed,60–100k,0224-HJAPT
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8086-OVPWV
Female,0.0,No,Yes,Bachelor,1.0,Self-employed,>150k,9430-FRQOC
Male,0.0,Yes,Yes,College,4.0,Retired,100–150k,7639-OPLNG
Male,0.0,No,No,Bachelor,1.0,Retired,>150k,3074-GQWYX
Male,0.0,Yes,Yes,College,2.0, Self-employed  ,100–150k,1492-QGCLU
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,6845-RGTYS
Female,0.0,No,Yes,College,2.0,Self-employed,60–100k,7328-OWMOM
 Male  ,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,4418-LZMSV
Female,0.0,Yes,Yes,College,2.0,Employed,60–100k,5155-AZQPB
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8861-HGGKB
Male,0.0,Yes,No,College,3.0,Self-employed,60–100k,1087-GRUYI
Female,0.0,No,No,College,1.0,Self-employed,60–100k,7065-YUNRY
Male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,7694-VLBWQ
Male,0.0,Yes,No,College,2.0,Self-employed,100–150k,2546-KZAAT
Male,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,0181-RITDD
Female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,5989-PGKJB
Female,1.0,Yes,No,College,2.0,Retired,100–150k,4795-KTRTH
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8272-ONJLV
Female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,1488-PBLJN
Male,1.0,No,No,Bachelor,1.0,Retired,>150k,0308-GIQJT
Female,0.0,Yes,No,College,2.0,Employed,,3778-FOAQW
Female,0.0,No,No,College,2.0,Employed,60–100k,4452-ROHMO
Male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,6481-OGDOO
Male,0.0,No,Yes,College,3.0,Self-employed,100–150k,3090-LETTY
Female,0.0,Yes,Yes,College,4.0,Employed,60–100k,5349-AZPEW
Female,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,3753-TSEMP
Male,0.0,No,No,College,1.0,Self-employed,60–100k,8305-VHZBZ
Male,0.0,Yes,Yes,College,4.0,Retired,100–150k,9720-JJJOR
Female,0.0,No,Yes,College,2.0,Self-employed,100–150k,8100-HZZLJ
Male,1.0,Yes,No,College,2.0,ECployed,100–150k,8775-ERLNB
Female,1.0,No,No,College,1.0,Retired,100–150k,8309-IEYJD
Female,0.0,Yes,Yes,,3.0,Self-employed,>150k,9172-JITSM
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6298-QDFNH
Male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,7398-HPYZQ
Male,0.0,,No,College,1.0,Employed,60–100k,3546-GHEAE
Female,1.0,No,No,College,1.0,Retired,60–100k,7361-YPXFS
Male,1.0,No,No,College,1.0,Retired,100–150k,6557-BZXLQ
Male,0.0,No,No,College,1.0,Employed,60–100k,2550-QHZGP
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,7519-JTWQH
Female,0.0,No,Yes,College,1.0, Employed  ,60–100k,2538-OIMXF
Male,0.0,No,No,College,3.0,Self-employed,,8543-MSDMF
Male,1.0,No,No,College,3.0,Retired,100–150k,9961-JBNMK
Female,0.0,Yes,No,Bachelor,,Retired,>150k,1170-SASML
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,4872-JCVCA
Female,0.0,Yes, Yes  ,College,2.0,Employed,60–100k,5346-BZCHP
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,2038-LLMLM
Male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,6173-ITPWD
Female,0.0,No,No,College,1.0, Self-employed  ,60–100k,9734-UYXQI
Male,0.0,No,No,Bachelor,2.0,Retired,>150k,1216-BGTSP
Male,0.0,No,No,Bachelor,1.0,Self-employed,,4138-NAXED
Female,0.0,Yes,No,College,2.0,Self-employed,100–150k,2189-UXTKY
Male,0.0,No,No,College,1.0,Self-employed,100–150k,0744-BIKKF
Male,0.0,Yes,Yes,Bachelor,6.0,Self-employed,>150k, 7483-IQWIB  
Male,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,5248-KWLAR
Male,0.0,Yes,Yes,College,2.0,,60–100k,4958-GZWIY
Female,,No,No,College,1.0,Self-employed,60–100k,7996-MHXLW
Male,0.0,Yes,Yes,College,2.0,Retired,100–150k,7833-PKIHD
Female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,7061-OVMIM
,0.0,No,No,Bachelor,2.0,Self-employed,>150k,5153-RTHKF
Male,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,1852-QSWCD
Male,1.0,Yes,No,Bachelor,2.0,Retired,>150k,4832-VRBMR
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,9079-LWTFD
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6356-ELRKD
Female,0.0,No,No,College,2.0,,100–150k,8624-GIOUT
Female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,3392-EHMNK
Male,0.0,No,Yes, College  ,3.0,Self-employed,60–100k,5986-WWXDV
Male,0.0,No,No,College,1.0,Employed,60–100k,3061-BCKYI
Female,1.0,No,No,Bachelor,1.0,Retired,>150k, 6179-GJPSO  
Male,1.0,No,No,Bachelor,1.0,Retired,>150k,7901-TBKJX
Female,0.0,No,No,College,1.0,Self-employed,100–150k,7228-PAQPD
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,3177-LASXD
Male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,7746-QYVCO
Male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,5804-HYIEZ
Male,1.0,Yes,No,College,2.0,Retired,100–150k,9919-FZDED
Female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,5934-TSSAU
Male,0.0,No,Yes,College,1.0,,60–100k,3486-KHMLI
Female,0.0,No,No,College,1.0,Self-employed,60–100k,4897-QSUYC
Male,0.0,No,Yes,Bachelor,1.0,Self-employed,>150k,1084-UQCHV
Female,1.0,Yes,No,College,2.0,Retired,100–150k,8290-YWKHZ
Male,0.0,Yes,Yes,Bachelor,4.0,Self-employed,>150k,2955-BJZHG
Female,0.0,No,No,College,1.0,Self-employed,60–100k,3806-DXQOM
Female,0.0,No,No,College,1.0,Self-employed,60–100k,6784-XYJAE
Female,0.0,No,No,College,1.0,Self-employed,60–100k,3933-DQPWX
Female,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,6661-EIPZC
Female,0.0,No,Yes,College,2.0,Self-employed,60–100k,8957-THMOA
Male,0.0,Yes,No,College,2.0,Self-employed,100–150k,2251-PYLPB
Male,0.0,No,Yes,College,1.0,Self-employed,60–100k,5555-RNPGT
Female,0.0,No,No,College,2.0,Employed,60–100k,1057-FOGLZ
Male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,9300-RENDD
Female,0.0,No,No,College,1.0,Employed,60–100k,0761-AETCS
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8087-LGYHQ
Male,0.0,No,No,highschool,2.0,Self-employed,>150k,4137-BTIKL
Female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,2190-BCXEC
Male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,6227-FBDXH
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,2153-MREFK
Male,0.0,No,Yes,Bachelor,1.0,Retired,>150k,2911-WDXMV
Male,1.0,Yes,No,College,2.0,Retired,100–150k,7206-PQBBZ
Female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,3106-ULWFW
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0925-VYDLG
Male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,4547-FZJWE
Male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,7422-WNBTY
Female,0.0,No,No,College,3.0,Self-employed,60–100k,0842-IWYCP
Male,0.0,No,No,College,1.0,Self-employed,60–100k,3521-HTQTV
Female,0.0,No,No,College,1.0,Employed,60–100k,3744-ZBHON
Male,0.0,Yes,Yes,College,3.0,Employed,60–100k,3373-DIUUN
Female,0.0,No,No,College,1.0,Self-employed,100–150k,8383-SGHJU
Male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,7607-QKKTJ
Male,0.0,No,No,College,1.0,Self-employed,100–150k,7707-PYBBH
Female,0.0,No,No,Bachelor,2.0,Retired,>150k,8984-HPEMB
Male,0.0,No,No,College,1.0,Self-employed,60–100k,4349-GFQHK
Female,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,4139-DETXS
Female,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,9779-DPNEJ
Male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k, 9805-FILKB  
Female,0.0,Yes,Yes,College,4.0,Employed,60–100k,5793-YOLJN
Male,0.0,No,No,College,1.0,Employed,60–100k,0673-IGUQO
Female,0.0,No,No,College,1.0,Self-employed,100–150k,4123-FCVCB
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8819-IMISP
Male,0.0,Yes,No,College,2.0,Self-employed,60–100k,7802-EFKNY
Female,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,8311-UEUAB
Male,0.0,No,No,College,1.0,Employed,60–100k,5858-EAFCZ
Male,0.0,Yes,No,College,2.0,Self-employed,60–100k,8035-BUYVG
Male,0.0,Yes,Yes,College,2.0,Retired,100–150k,1163-ONYEY
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,9787-XVQIU
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8945-MUQUF
Male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,5656-MJEFC
Male,0.0,Yes,Yes,College,3.0,Employed,60–100k,6082-OQFBA
Female,1.0,No,No,College,1.0,Retired,100–150k,8051-HJRLT
Female,0.0,No,No,College,2.0,Employed,60–100k,8974-OVACP
Female,0.0,No,No,Bachelor,3.0,Retired,>150k,4010-YLMVT
Male,0.0,No,Yes,Bachelor,3.0,Self-employed,>150k,1379-FRVEB
Male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,8612-GXIDD
Female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,6288-CHQJB
Female,0.0,No,No,College,1.0,Self-employed,100–150k,8160-HOWOX
Female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,3023-GFLBR
Male,0.0,Yes,Yes,College,,Employed,60–100k,6648-INWPS
Female,0.0,No,Yes,College,1.0,Self-employed,100–150k,4223-BKEOR
Male,1.0,Yes,No,College,3.0,,100–150k,4079-VTGLK
Male,0.0,No,No,College,1.0,Self-employed,60–100k,1763-WQFUK
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,1391-UBDAR
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,8894-JVDCV
Male,0.0,No,No,College,1.0,Employed,60–100k,2023-VQFDL
Male,0.0,No,Yes,College,4.0,Employed,60–100k,1345-GKDZZ
Female,0.0,No,No,Bachelor,2.0,Retired,>150k,2014-MKGMH
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,5628-FCGYG
Male,0.0,No,No,College,1.0,Self-employed,>150k,2560-WBWXF
Female,0.0,No,No,College,1.0,Self-employed,60–100k,0248-IPDFW
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,7978-DKUQH
Female,0.0,No,Yes,College,1.0,Employed,60–100k,4335-UPJSI
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,0524-IAVZO
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,2737-YNGYW
Male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,1784-EZDKJ
Female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,9297-FVVDH
Female,0.0,No,No,College,2.0,Self-employed,60–100k,8007-YYPWD
Female,,Yes,Yes,College,2.0,Retired,100–150k,7101-HRBLJ
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,5159-YFPKQ
Male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,6635-CPNUN
Male,1.0,Yes,No,College,3.0,Retired,100–150k,4021-RQSNY
Male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,5453-YBTWV
Female,0.0,No,No,College,1.0,Employed,60–100k,5039-LZRQT
Female,1.0,Yes,No,College,2.0,Retired,100–150k,2931-VUVJN
Male,1.0,Yes,No,College,3.0,Retired,100–150k,9061-TIHDA
Male,1.0,Yes,No,College,2.0,Retired,100–150k,8699-ASUFO
