MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore,customerID
19.55,24.77,0,3.0,7552-KEYGT
80.4,216.46,6,3.0,UNK-547e284c
88.8,256.81,3,2.0,3068-OMWZA
94.65,255.4,,2.0,2927-QRRQV
90.25,351.41,2,2.0,6032-KRXXO
64.65,168.59,3,2.0,7459-RRWQZ
95.75,323.16,4,2.0,6265-SXWBU
19.55,14.37,0,,7941-RCJOW
104.1,269.75,3,2.0,6374-NTQLP
89.05,250.3,0,UNK-4e10e9a7,4154-AQUGT
20.1,12.65,7,3.0,2387-KDZQY
111.55,303.58,3,2.0,3584-WKTTW
60.5,129.29,5,2.0,3399-BMLVW
90.95,192.84,3,2.0,1971-DTCZB
87.4,289.61,0,2.0,3092-IGHWF
19.7,5.85,1,3.0,3374-PZLXD
50.95,219.81,3,3.0,3813-DHBBB
20.05,0.0,2,ORPH-aac7affe,2812-REYAT
19.4,31.48,3,3.0,6518-PPLMZ
59.45,132.57,0,2.0,4939-KYYPY
94.75,228.65,4,2.0,8017-LXHFA
81.5,122.48,6,2.0,5930-GBIWP
29.05,130.66,3,2.0,6022-KOUQO
86.45,329.78,0,2.0,6352-TWCAU
70.6,191.22,5,3.0,2361-UPSND
97.2,355.19,4,2.0,6035-RIIOM
98.25,410.57,4,3.0,UNK-9c109e97
75.75,278.46,0,2.0,1262-OPMFY
59.2,162.91,4,3.0,9504-DSHWM
75.9,312.83,4,ORPH-6bdaa4bb,5035-BVCXS
90.05,224.8,6,2.0,6267-DCFFZ
70.95,170.69,0,2.0,3533-UVMOM
102.6,321.42,3,1.0,2439-LYPMQ
85.35,167.08,5,1.0,4248-QPAVC
106.1,375.04,7,1.0,1899-VXWXM
43.8,179.35,4,3.0,1478-VPOAD
59.0,165.84,2,3.0,9995-HOTOH
69.95,198.29,1,2.0,2988-PLAHS
24.35,67.3,0,2.0,1371-OJCEK
29.45,151.84,3,3.0,4999-IEZLT
84.4,283.23,4,2.0,8883-ANODQ
45.05,91.34,0,3.0,4690-LLKUA
20.65,0.0,2,3.0,2351-RRBUE
87.1,247.92,9,2.0,5980-BDHPY
19.85,24.4,0,2.0,1498-DQNRX
90.35,302.11,0,3.0,9469-WEJBT
109.8,349.56,1,2.0,3331-HQDTW
84.65,193.78,0,2.0,9490-DFPMD
65.5,136.92,0,2.0,2581-VKIRT
79.5,274.09,5,2.0,5442-XSDCW
80.95,196.59,0,2.0,7426-WEIJX
56.15,74.69,3,2.0,2851-MMUTZ
85.8,284.33,0,2.0,3049-NDXFL
79.1,245.36,5,2.0,8580-AECUZ
34.4,161.0,4,2.0,3307-TLCUD
20.75,31.61,0,3.0,6625-FLENO
18.8,0.0,3,2.0,2967-MXRAV
44.3,148.24,0,3.0,7963-GQRMY
90.8,290.82,5,2.0,8189-HBVRW
25.6,18.09,5,3.0,4163-KIUHY
105.95,384.87,6,1.0,1228-FZFRV
70.8,149.59,13,2.0,3500-NSDOA
25.4,26.85,1,3.0,1171-TYKUR
108.8,270.5,5,ORPH-0614c7e6,3761-FLYZI
69.75,285.08,0,2.0,2058-DCJBE
94.65,395.42,1,2.0,5364-XYIRR
96.05,358.25,0,2.0,4829-AUOAX
76.85,276.49,0,3.0,1219-NNDDO
20.25,0.0,0,3.0,8388-DMKAE
24.8,28.41,3,2.0,4403-BWPAY
115.65,338.83,3,2.0,9659-QEQSY
74.6,319.23,0,2.0,5405-ZMYXQ
50.15,126.37,0,2.0,5047-LHVLY
103.15,342.8,3,1.0,1442-OKRJE
72.1,104.34,10,2.0,4737-AQCPU
113.6,354.59,0,2.0,9158-VCTQB
25.1,57.48,2,2.0,2808-CHTDM
78.9,293.62,6,2.0,6311-UEUME
80.15,280.1,4,ORPH-8df02894,0793-TWELN
25.4,107.71,2,3.0,3283-WCWXT
105.4,252.38,3,2.0,1060-ENTOF
45.75,67.9,0,3.0,0999-QXNSA
24.45,22.83,2,3.0,5451-MHQOF
25.0,1.67,1,2.0,4836-WNFNO
85.25,234.27,0,2.0,9225-BZLNZ
19.6,13.89,1,3.0,0354-VXMJC
50.15,189.99,2,2.0,4422-QVIJA
70.55,196.59,3,3.0,9365-SRSZE
60.05,82.68,4,3.0,6839-ITVZJ
26.4,0.0,0,3.0,8332-OSJDW
20.15,9.56,0,2.0,4735-BJKOU
58.85,244.48,3,2.0,0274-JKUJR
97.55,331.36,0,2.0,5740-YHGTW
19.65,17.86,0,4.0,8917-SZTTJ
25.25,129.44,3,2.0,1696-MZVAU
114.45,364.7,5,2.0,7359-WWYJV
34.7,211.05,0,2.0,0375-HVGXO
70.7,207.41,0,2.0,4906-ZHGPK
85.3,307.44,2,2.0,8593-WHYHV
75.55,210.36,5,3.0,3795-GWTRD
84.8,281.52,0,3.0,1298-PHBTI
20.65,1.26,0,3.0,6223-DHJGV
20.45,9.86,3,3.0,UNK-824adb61
102.45,357.95,0,2.0,6097-EQISJ
104.4,272.79,4,2.0,4423-YLHDV
35.65,76.37,7,3.0,8158-WPEZG
99.75,332.5,9,2.0,0107-YHINA
90.45,164.93,4,3.0,4918-FYJNT
97.65,321.88,9,3.0,0727-BNRLG
73.85,240.69,5,1.0,4854-CIDCF
74.4,282.39,2,2.0,8640-SDGKB
69.1,106.89,6,2.0,3280-MRDOF
82.75,255.46,4,3.0,6435-SRWBJ
24.4,93.45,0,3.0,9964-WBQDJ
55.25,83.75,4,3.0,6303-KFWSL
61.35,105.91,6,3.0,1702-CCFNJ
76.75,192.12,2,2.0,8932-CZHRQ
19.4,10.41,0,2.0,0386-CWRGM
54.75,,5,2.0,5515-RUGKN
19.7,36.38,2,3.0,0404-AHASP
19.9,81.85,1,2.0,7279-NMVJC
107.95,360.88,4,3.0,2081-VEYEH
83.8,243.37,0,2.0,6407-UTSLV
74.25,257.52,3,2.0,4116-TZAQJ
56.4,242.36,2,2.0,9060-HJJRW
20.1,0.0,0,3.0,2587-YNLES
94.9,361.57,3,2.0,7398-SKNQZ
94.2,252.36,0,2.0,5935-FCCNB
49.9,117.48,1,2.0,1958-RNRKS
71.05,163.51,0,3.0,5136-RGMZO
81.65,243.9,5,3.0,8345-MVDYC
89.45,279.46,0,2.0,8226-BXGES
59.85,122.63,3,2.0,3877-JRJIP
69.6,181.59,0,1.0,8375-DKEBR
99.0,267.43,0,ORPH-ce82ee9e,9705-IOVQQ
19.05,0.0,0,2.0,1015-OWJKI
45.4,200.89,1,3.0,7511-YMXVQ
114.45,356.46,3,2.0,2040-XBAVJ
19.5,86.54,1,2.0,7551-JOHTI
44.25,118.79,4,unknown,8887-IPQNC
90.55,,3,2.0,8646-JCOMS
69.9,187.28,3,2.0,9804-ICWBG
20.4,12.32,0,3.0,1222-KJNZD
71.4,196.55,4,2.0,0106-GHRQR
87.15,337.71,0,2.0,5318-IXUZF
24.85,5.66,3,ORPH-fb871ae4,3768-VHXQO
104.45,269.36,6,2.0,8952-WCVCD
19.8,0.0,0,ORPH-63d8640f,2418-TPEUN
116.45,369.82,2,2.0,3963-RYFNS
84.75,267.66,0,1.0,3198-VELRD
20.05,60.34,4,3.0,8540-ZQGEA
110.75,227.77,9,ORPH-c1d8664f,1320-REHCS
89.7,257.36,5,3.0,4137-JOPHL
89.95,,0,2.0,9436-ZBZCT
48.7,211.04,2,2.0,7801-CEDNV
96.6,184.51,13,2.0,2057-BOYKM
74.3,240.5,,2.0,3658-QQJYD
54.3,,3,3.0,1803-BGNBD
74.85,219.07,4,2.0,0134-XWXCE
79.95,273.02,9,2.0,6950-TWMYB
20.05,34.66,0,3.0,5848-FHRFC
19.4,23.05,1,3.0,2243-FNMMI
54.9,141.79,2,1.0,2511-MORQY
24.45,27.88,0,3.0,5356-KZCKT
89.65,276.53,6,3.0,9470-XCCEM
45.4,54.13,3,2.0,6519-CFDBX
75.7,203.69,11,ORPH-d7542bef,3902-MIVLE
110.65,342.06,4,1.0,0409-WTMPL
20.55,45.28,3,3.0,8763-KIAFH
115.15,361.72,2,3.0,3669-WHAFY
58.55,126.83,0,2.0,3055-VTCGS
93.25,219.4,0,2.0,3144-KMTWZ
113.2,311.32,3,1.0,7279-BUYWN
90.5,281.15,0,1.0,7156-MHUGY
79.0,254.76,2,3.0,7198-GLXTC
19.35,9.68,3,3.0,2007-QVGAW
48.75,82.31,4,2.0,5207-PLSTK
109.05,257.64,0,3.0,2307-FYNNL
25.0,3.86,0,2.0,5605-XNWEN
54.9,141.38,0,3.0,2155-AMQRX
24.75,18.46,5,4.0,6181-AXXYF
91.15,302.69,3,3.0,5091-HFAZW
20.15,0.0,1,3.0,0516-VRYBW
104.35,255.17,3,3.0,2519-LBNQL
66.05,114.02,0,3.0,8623-ULFNQ
71.65,301.93,4,2.0,8380-PEFPE
20.35,19.56,0,3.0,5687-DKDTV
92.2,220.5,4,2.0,1568-LJSZU
84.25,248.5,0,3.0,7530-HDYDS
105.2,229.29,1,1.0,7789-HKSBS
19.6,16.38,0,3.0,7416-CKTEP
,150.16,2,2.0,2586-CWXVV
78.1,305.48,0,1.0,3096-IZETN
61.5,176.19,6,2.0,2348-KCJLT
69.4,188.65,2,2.0,8401-EMUWF
24.75,32.59,0,3.0,4193-IBKSW
91.05,210.23,5,ORPH-c5c82052,5377-NDTOU
89.65,340.58,3,2.0,5922-ABDVO
73.65,253.54,0,2.0,2474-LCNUE
19.4,0.0,3,3.0,0839-QNXME
26.2,91.66,1,3.0,3506-OVLKD
98.7,321.92,0,2.0,9172-ANCRX
43.85,125.28,0,2.0,6650-VJONK
69.7,205.41,1,2.0,2178-PMGCJ
38.55,74.23,4,2.0,7492-TAFJD
53.1,75.57,5,3.0,2773-MADBQ
20.65,26.6,0,2.0,6016-LVTJQ
64.45,178.22,3,3.0,7860-KSUGX
25.1,31.4,0,4.0,8966-KZXXA
76.35,229.58,2,1.0,6910-HADCM
79.15,280.47,5,2.0,4816-LXZYW
85.0,190.0,3,2.0,9606-PBKBQ
95.15,168.57,7,3.0,5149-QYTTU
79.35,178.59,,2.0,2070-XYMFH
96.65,386.03,5,ORPH-220ecffb,2085-BOJKI
75.5,247.22,4,2.0,0817-HSUSE
19.7,0.0,3,3.0,5442-PPTJY
20.5,95.68,5,2.0,1927-QEWMY
19.2,27.72,4,ORPH-5111483a,1663-MHLHE
98.35,283.68,0,3.0,5663-QBGIS
74.35,282.38,2,2.0,4450-MDZFX
51.35,193.65,6,3.0,6701-DHKWQ
45.65,112.3,3,3.0,7554-AKDQF
85.3,174.0,0,2.0,3536-IQCTX
86.55,266.6,0,2.0,4911-BANWH
73.85,237.39,7,3.0,8496-EJAUI
20.3,4.76,3,3.0,0794-YVSGE
54.2,164.99,4,1.0,5423-BHIXO
90.65,321.4,3,3.0,6908-VVYHM
50.9,190.69,0,2.0,2959-EEXWB
25.05,0.0,0,2.0,1839-UMACK
74.85,277.39,5,2.0,3030-YDNRM
20.5,1.98,2,3.0,7321-KKSDU
63.55,122.6,0,3.0,3402-XRIUO
44.85,103.91,0,2.0,3132-TVFDZ
47.95,140.57,4,2.0,8286-AFUYI
45.1,140.32,0,2.0,8080-DDEMJ
45.0,98.66,0,3.0,8356-WUAOJ
96.0,378.42,4,2.0,6365-MTGZX
20.05,46.71,6,3.0,1349-WXNGG
90.05,255.68,0,2.0,8058-DMYRU
25.3,40.07,2,3.0,9350-ZXYJC
108.65,381.83,6,1.0,6990-YNRIO
24.3,77.78,0,UNK-9ea03a5e,8958-JPTRR
75.95,248.98,5,1.0,6959-GQEGV
19.7,0.0,0,3.0,3173-WSSUE
66.4,207.56,0,2.0,1265-HVPZB
35.75,133.77,3,2.0,4115-UMJFQ
18.8,0.0,0,3.0,7369-TRPFD
19.4,67.18,2,ORPH-f8497ade,1098-KFQEC
19.3,40.54,0,3.0,7190-XHTWJ
45.55,95.12,4,2.0,0621-TWIEM
67.45,85.63,3,1.0,3537-RYBHH
35.1,137.77,1,2.0,2485-ITVKB
46.2,159.17,0,1.0,3669-OYSJI
45.15,78.54,0,2.0,1612-EOHDH
43.3,139.74,0,3.0,6702-OHFWR
20.1,34.66,3,3.0,5296-BFCYD
57.15,60.98,0,3.0,4510-PYUSH
58.9,111.52,0,3.0,9359-JANWS
73.2,238.37,1,2.0,7517-SAWMO
85.35,279.51,4,3.0,4143-HHPMK
19.45,11.53,0,3.0,3279-DYZQM
45.95,189.48,0,3.0,nan
50.5,107.66,6,3.0,0523-VNGTF
25.1,43.15,0,3.0,9575-IWCAZ
60.7,174.68,0,2.0,7105-MXJLL
99.0,319.47,0,3.0,7064-FRRSW
104.4,311.64,4,3.0,7940-UQQUG
83.75,309.43,3,1.0,0923-PNFUB
44.05,58.34,3,3.0,3961-SXAXY
24.1,4.16,0,3.0,7010-BRBUU
45.55,149.96,0,2.0,3566-HJGPK
93.8,319.85,4,2.0,3062-ICYZQ
19.7,24.28,0,3.0,9938-PRCVK
70.65,178.08,3,2.0,0973-KYVNF
86.45,264.46,3,2.0,5129-HHMZC
114.1,344.53,3,,9637-CDTKZ
95.2,283.33,4,1.0,3946-JEWRQ
88.55,192.33,10,3.0,7873-CVMAW
20.75,6.76,0,3.0,0463-WZZKO
70.05,268.29,5,2.0,3494-JCHRQ
86.0,346.26,0,ORPH-56571921,6474-FVJLC
44.65,121.84,3,2.0,4524-QCSSM
60.2,214.64,1,3.0,5832-EXGTT
100.5,183.75,8,3.0,8840-DQLGN
55.45,100.64,5,3.0,2039-JONDJ
70.3,202.34,3,3.0,7217-JYHOQ
60.4,105.86,5,2.0,6695-FRVEC
72.65,212.83,0,1.0,4547-LYTDD
55.8,91.7,5,3.0,9894-QMIMJ
31.1,169.94,0,ORPH-5d49339f,8069-YQQAJ
21.0,36.17,0,2.0,6770-XUAGN
45.1,59.01,0,1.0,4193-ORFCL
50.95,137.19,4,3.0,1636-NTNCO
69.1,187.75,0,3.0,3466-WAESX
43.95,209.76,2,3.0,9281-PKKZE
86.5,149.51,0,3.0,3638-VBZTA
69.95,145.35,10,2.0,7459-IMVYU
50.4,120.08,0,1.0,7776-QWNFX
78.95,236.32,5,3.0,6689-TCZHQ
90.95,319.79,3,2.0,8563-OYMQY
19.9,3.59,5,3.0,0754-EEBDC
20.15,15.46,0,2.0,5777-ZPQNC
90.6,224.01,4,2.0,1951-IEYXM
92.0,358.24,0,2.0,3318-NMQXL
94.45,266.48,7,2.0,3143-ILDAL
24.85,42.2,3,ORPH-1f444b3c,1022-RKXDR
36.0,165.38,7,4.0,2361-FJWNO
78.5,210.44,8,3.0,2272-UOINI
19.95,14.88,0,3.0,8232-UTFOZ
20.65,82.74,0,3.0,3750-YHRYO
30.5,117.77,0,2.0,6637-KYRCV
106.1,300.12,4,2.0,5668-MEISB
20.5,22.49,0,2.0,0129-QMPDR
95.5,319.64,5,1.0,7188-CBBBA
64.6,175.39,7,2.0,5356-CSVSQ
51.1,172.33,6,3.0,3221-CJMSG
84.8,,3,2.0,4720-VSTSI
89.1,177.81,3,1.0,3219-JQRSL
54.95,155.67,3,3.0,2801-NISEI
50.9,89.25,2,2.0,3946-MHCZW
20.45,19.57,3,3.0,4623-ZKHLY
85.95,262.79,3,2.0,6732-VAILE
60.35,127.82,3,2.0,8201-AAXCB
19.8,61.9,0,3.0,7696-CFTAT
85.35,264.36,3,2.0,1845-CSBRZ
72.1,112.35,2,3.0,2123-VSCOT
99.8,,5,2.0,6651-AZVTJ
107.35,353.38,6,2.0,4566-GOLUK
19.55,0.0,0,3.0,2484-DGXPZ
81.05,306.96,0,2.0,2018-QKYGT
20.5,3.01,0,2.0,2792-VPPET
111.8,328.04,9,ORPH-13fcfba5,7409-JURKQ
20.2,8.64,0,3.0,3247-MHJKM
19.7,0.0,0,4.0,1964-SVLEA
79.1,239.99,2,3.0,4587-NUKOX
19.85,26.48,0,3.0,7297-DVYGA
60.5,117.73,4,3.0,2239-CGBUZ
19.55,0.0,1,4.0,0854-UYHZD
20.9,37.28,1,3.0,7243-LCGGZ
21.05,104.39,1,3.0,8267-KFGYD
71.5,160.6,2,3.0,4890-VMUAV
54.65,207.87,4,2.0,9261-WDCAF
19.2,19.74,0,3.0,3764-MNMOI
,120.15,4,1.0,7442-YGZFK
25.5,95.85,2,2.0,0420-BWTPW
20.5,44.49,1,3.0,8229-BUJHX
90.4,243.47,3,2.0,7449-HVPIV
90.25,267.86,0,3.0,5504-WSIUR
80.75,335.47,5,1.0,8183-ONMXC
104.6,362.99,5,2.0,8466-PZBLH
91.85,286.07,0,3.0,9614-RMGHA
50.2,111.13,0,,8735-IJJEG
95.5,336.5,0,2.0,0564-MUUQK
75.35,234.08,0,2.0,5054-IEXZT
75.45,298.79,4,1.0,5834-ASPWA
95.4,396.64,0,2.0,0701-RFGFI
101.3,,,1.0,0019-EFAEP
53.1,158.39,0,2.0,5619-PTMIK
84.85,237.94,0,2.0,3737-XBQDD
34.25,78.27,7,3.0,5882-CMAZQ
88.6,290.84,3,3.0,5846-QFDFI
60.15,161.67,3,3.0,4445-KWOKW
99.95,362.23,4,2.0,3511-APPBJ
70.7,264.76,2,3.0,7967-HYCDE
54.8,,7,ORPH-5ae63207,2430-RRYUW
49.55,192.49,0,2.0,3948-XHGNA
54.8,51.6,2,2.0,3723-BFBGR
78.6,100.88,9,4.0,0565-IYCGT
100.3,430.31,4,1.0,5447-WZAFP
53.6,171.27,5,1.0,5110-CHOPY
81.1,254.63,0,3.0,5445-UTODQ
19.35,11.96,2,3.0,4425-OWHWB
85.6,320.32,0,2.0,UNK-06bb2ed7
80.8,164.82,2,2.0,9675-ICXCT
74.95,309.79,1,2.0,1024-VRZHF
19.6,0.0,0,4.0,4703-MQYKT
93.55,267.09,2,2.0,9497-QCMMS
90.7,150.63,3,2.0,5692-ICXLW
69.75,221.9,0,3.0,0602-DDUML
20.0,51.19,2,2.0,2208-MPXIO
95.25,327.51,3,2.0,1960-UYCNN
102.1,341.42,4,3.0,0348-SDKOL
19.95,1.88,0,ORPH-f5d64296,3190-FZATL
80.85,239.45,0,3.0,7336-RLLRH
90.9,338.42,8,2.0,4373-MAVJG
29.2,163.31,3,2.0,8901-HJXTF
93.3,297.54,0,2.0,7710-JSYOA
89.15,368.05,5,2.0,5419-KLXBN
108.85,296.69,2,1.0,3424-NMNBO
46.35,181.1,8,3.0,9885-MFVSU
84.75,259.78,,2.0,4514-GFCFI
78.75,247.82,0,1.0,0607-MVMGC
83.55,269.68,7,1.0,3365-SAIGS
45.7,167.27,0,3.0,9828-AOQLM
19.6,4.91,0,2.0,8022-BECSI
69.95,194.35,2,3.0,8000-REIQB
67.85,154.56,8,1.0,9993-LHIEB
105.65,374.93,3,3.0,0266-CLZKZ
44.6,184.47,0,2.0,7615-ESMYF
74.95,245.31,8,3.0,3858-VOBET
75.5,160.14,0,2.0,7020-OZKXZ
20.15,15.03,0,3.0,3977-QCRSL
45.2,124.8,4,4.0,0017-DINOC
95.25,279.68,2,2.0,1447-PJGGA
89.85,324.78,2,1.0,8565-CLBZW
100.45,342.54,2,1.0,9139-WQQDY
47.15,91.93,7,2.0,0224-HJAPT
80.2,212.84,0,2.0,8086-OVPWV
87.1,207.81,6,ORPH-245b482d,9430-FRQOC
79.25,194.83,6,2.0,7639-OPLNG
75.9,297.97,7,2.0,3074-GQWYX
85.7,248.69,8,1.0,1492-QGCLU
98.75,199.9,3,2.0,6845-RGTYS
20.1,29.05,4,3.0,7328-OWMOM
61.8,156.01,0,2.0,4418-LZMSV
49.9,141.38,0,2.0,5155-AZQPB
86.45,322.42,0,2.0,8861-HGGKB
20.4,2.95,0,3.0,1087-GRUYI
45.3,171.27,5,2.0,7065-YUNRY
104.1,321.03,2,1.0,7694-VLBWQ
75.4,266.8,1,2.0,2546-KZAAT
108.15,343.75,5,2.0,0181-RITDD
86.25,327.26,8,3.0,5989-PGKJB
81.0,186.53,0,1.0,4795-KTRTH
95.7,351.17,0,3.0,8272-ONJLV
116.85,385.42,9,2.0,1488-PBLJN
105.75,273.5,0,4.0,0308-GIQJT
20.15,0.0,0,2.0,3778-FOAQW
19.6,2.98,3,3.0,4452-ROHMO
90.6,292.44,2,1.0,6481-OGDOO
60.95,88.67,0,2.0,3090-LETTY
25.05,105.22,0,2.0,5349-AZPEW
88.15,314.7,0,2.0,3753-TSEMP
20.2,0.0,0,3.0,8305-VHZBZ
60.3,141.91,5,2.0,9720-JJJOR
63.95,113.26,6,3.0,8100-HZZLJ
74.3,162.64,0,1.0,8775-ERLNB
70.6,174.05,0,2.0,8309-IEYJD
90.8,287.59,3,2.0,9172-JITSM
79.35,260.45,1,2.0,6298-QDFNH
90.55,197.96,5,2.0,7398-HPYZQ
19.45,23.23,0,3.0,3546-GHEAE
64.45,101.63,0,2.0,7361-YPXFS
69.65,238.32,2,3.0,nan
19.5,35.43,0,2.0,2550-QHZGP
110.5,373.02,3,2.0,7519-JTWQH
24.7,80.85,1,3.0,2538-OIMXF
77.4,154.16,3,1.0,8543-MSDMF
96.8,266.99,0,2.0,9961-JBNMK
85.4,277.02,1,3.0,1170-SASML
47.6,174.82,6,3.0,4872-JCVCA
19.4,11.88,0,2.0,5346-BZCHP
103.85,349.23,10,2.0,2038-LLMLM
83.35,269.19,4,2.0,6173-ITPWD
49.4,96.75,3,2.0,9734-UYXQI
108.45,345.3,5,UNK-b4717321,1216-BGTSP
81.0,299.21,0,2.0,4138-NAXED
79.2,243.12,3,3.0,2189-UXTKY
86.65,250.22,13,2.0,0744-BIKKF
92.95,298.05,3,1.0,7483-IQWIB
90.35,229.61,0,2.0,5248-KWLAR
48.7,176.4,0,3.0,4958-GZWIY
25.15,14.39,3,3.0,7996-MHXLW
76.4,215.54,3,2.0,7833-PKIHD
19.55,0.0,5,3.0,7061-OVMIM
85.35,323.94,2,1.0,5153-RTHKF
24.8,0.0,0,2.0,1852-QSWCD
103.15,247.32,8,3.0,4832-VRBMR
100.75,280.14,4,3.0,9079-LWTFD
95.6,355.81,5,1.0,6356-ELRKD
59.75,191.5,3,3.0,8624-GIOUT
94.1,327.32,,2.0,3392-EHMNK
19.35,13.07,0,4.0,5986-WWXDV
19.9,17.14,2,3.0,3061-BCKYI
108.15,273.53,1,2.0,6179-GJPSO
101.05,220.28,0,1.0,7901-TBKJX
59.1,172.71,2,3.0,7228-PAQPD
71.35,301.97,7,2.0,3177-LASXD
55.85,180.85,5,2.0,7746-QYVCO
106.05,350.07,,2.0,5804-HYIEZ
84.1,186.32,0,2.0,9919-FZDED
75.3,288.41,0,2.0,5934-TSSAU
24.7,48.56,1,3.0,3486-KHMLI
20.15,0.0,1,2.0,4897-QSUYC
69.75,307.65,6,2.0,1084-UQCHV
93.2,292.99,0,2.0,8290-YWKHZ
80.85,337.07,3,1.0,2955-BJZHG
33.65,180.27,1,2.0,3806-DXQOM
55.8,163.52,2,2.0,6784-XYJAE
39.7,139.43,6,3.0,3933-DQPWX
29.5,155.86,0,3.0,6661-EIPZC
20.15,27.01,0,3.0,8957-THMOA
79.55,163.76,8,4.0,2251-PYLPB
24.8,26.45,0,3.0,5555-RNPGT
19.65,44.21,0,4.0,1057-FOGLZ
79.95,250.68,3,1.0,9300-RENDD
19.3,8.64,2,4.0,0761-AETCS
94.05,343.44,2,2.0,8087-LGYHQ
90.75,323.08,0,3.0,UNK-2f0d1948
78.85,298.66,0,2.0,2190-BCXEC
99.5,348.7,4,3.0,6227-FBDXH
99.2,316.34,7,2.0,2153-MREFK
80.55,212.93,2,1.0,2911-WDXMV
70.2,169.58,0,3.0,7206-PQBBZ
85.2,296.19,3,2.0,3106-ULWFW
75.25,302.29,6,2.0,0925-VYDLG
59.45,200.47,2,2.0,4547-FZJWE
93.35,305.59,0,2.0,7422-WNBTY
44.95,101.93,4,4.0,0842-IWYCP
26.1,8.67,2,3.0,3521-HTQTV
20.2,70.09,0,2.0,3744-ZBHON
21.25,30.38,0,3.0,3373-DIUUN
59.4,223.85,8,2.0,8383-SGHJU
95.0,278.69,3,1.0,7607-QKKTJ
61.9,187.82,0,3.0,7707-PYBBH
118.65,371.06,5,3.0,8984-HPEMB
54.35,160.61,0,2.0,4349-GFQHK
64.45,172.15,3,3.0,4139-DETXS
80.15,274.75,3,1.0,9779-DPNEJ
20.2,13.48,2,3.0,9805-FILKB
,0.0,4,3.0,5793-YOLJN
20.45,0.0,0,2.0,nan
75.85,150.06,4,3.0,4123-FCVCB
80.45,284.66,3,3.0,8819-IMISP
24.95,153.43,7,3.0,7802-EFKNY
75.5,220.51,1,2.0,8311-UEUAB
44.45,,0,2.0,5858-EAFCZ
42.35,109.53,2,2.0,8035-BUYVG
74.55,206.93,2,2.0,1163-ONYEY
75.3,293.6,5,3.0,9787-XVQIU
94.8,264.31,3,2.0,8945-MUQUF
48.15,166.66,0,3.0,5656-MJEFC
19.65,92.48,0,3.0,6082-OQFBA
70.55,198.91,2,2.0,8051-HJRLT
20.15,56.8,2,3.0,8974-OVACP
106.6,340.78,4,UNK-0abb158a,4010-YLMVT
91.0,299.68,1,1.0,1379-FRVEB
25.4,71.04,3,3.0,8612-GXIDD
69.95,149.79,7,3.0,6288-CHQJB
66.85,223.55,3,2.0,8160-HOWOX
86.15,326.74,3,2.0,3023-GFLBR
20.15,10.45,1,2.0,6648-INWPS
64.85,124.02,2,3.0,4223-BKEOR
74.85,181.86,0,1.0,4079-VTGLK
50.5,134.4,5,2.0,1763-WQFUK
72.9,256.71,0,2.0,1391-UBDAR
115.05,344.41,8,2.0,8894-JVDCV
19.0,25.9,2,3.0,2023-VQFDL
,0.0,3,2.0,1345-GKDZZ
101.1,,0,2.0,2014-MKGMH
84.1,347.97,5,2.0,5628-FCGYG
24.15,93.02,0,3.0,2560-WBWXF
50.1,128.43,0,3.0,0248-IPDFW
74.6,268.27,0,ORPH-2f60551a,nan
19.75,12.56,2,2.0,4335-UPJSI
85.0,,0,2.0,0524-IAVZO
80.55,338.82,5,2.0,2737-YNGYW
106.8,377.8,3,1.0,1784-EZDKJ
84.5,216.11,7,2.0,9297-FVVDH
25.05,33.34,2,3.0,8007-YYPWD
83.7,249.76,4,2.0,7101-HRBLJ
75.8,216.99,4,2.0,5159-YFPKQ
96.6,307.9,0,1.0,6635-CPNUN
98.5,297.01,0,1.0,4021-RQSNY
101.1,240.25,6,2.0,5453-YBTWV
20.2,11.37,0,3.0,5039-LZRQT
94.05,194.84,9,4.0,2931-VUVJN
95.25,292.84,0,2.0,9061-TIHDA
74.4,233.64,0,3.0,8699-ASUFO
81.0,170.8,0,UNK-b213958e,6418-PIQSP
60.25,117.77,4,3.0,8220-OCUFY
60.85,184.41,2,2.0,3995-WFCSM
43.95,185.71,6,,1895-QTKDO
86.05,323.89,2,2.0,2038-OEQZH
20.25,0.0,,2.0,1178-PZGAB
85.15,323.27,5,2.0,7927-AUXBZ
19.4,93.69,0,3.0,2626-VEEWG
102.65,219.47,5,1.0,2878-RMWXY
19.9,0.0,3,3.0,1657-DYMBM
19.55,72.92,5,3.0,7311-MQJCH
95.5,260.8,8,2.0,7375-WMVMT
84.15,182.12,,3.0,1136-XGEQU
103.2,375.07,6,2.0,2530-FMFXO
50.2,144.56,0,3.0,6844-DZKRF
88.55,173.25,0,2.0,4695-WJZUE
54.75,164.09,4,3.0,7619-ODSGN
19.95,0.0,0,2.0,5970-GHJAW
116.25,,2,2.0,8879-XUAHX
31.2,111.81,10,2.0,3689-MOZGR
24.45,0.0,0,4.0,4195-PNGZS
84.2,252.93,5,2.0,UNK-88b1d0a6
91.3,305.4,0,2.0,3988-RQIXO
85.65,150.91,5,2.0,7622-FWGEW
21.2,6.56,4,3.0,6922-NCEDI
79.5,258.47,1,2.0,2514-GINMM
25.55,21.31,3,3.0,9891-NQDBD
20.2,59.83,0,3.0,6131-IUNXN
63.85,220.99,2,2.0,8548-AWOFC
61.95,159.2,4,3.0,9798-DRYDS
