gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,customerID
female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,0330-IVZHA
male,0.0,Yes,No,College,2.0,Self-employed,60–100k,3794-NFNCH
male,0.0,No,No,Bachelor,1.0,Retired,>150k,5193-QLVZB
female,0.0,No,No,College,2.0,Self-employed,60–100k,7114-AEOZE
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,2886-KEFUM
male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,5522-NYKPB
male,0.0,No,No,College,1.0,Self-employed,60–100k,4237-RLAQD
male,1.0,Yes,No,College,2.0,Retired,100–150k,9957-YODKZ
male,0.0,No,No,College,2.0,Employed,60–100k,6518-KZXCB
female,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,2245-ADZFJ
female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,7776-QGYJC
male,0.0,No,No,College,1.0,Employed,60–100k,9313-QOLTZ
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,9651-GTSAQ
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,3186-BAXNB
male,0.0,Yes,No,College,1.0,Self-employed,100–150k,4672-FOTSD
female,0.0,No,No,Bachelor,1.0,Retired,>150k,0637-YLETY
female,0.0,No,No,College,1.0,Employed,60–100k,9818-XQCUV
male,0.0,No,Yes,College,2.0,Self-employed,60–100k,7338-ERIVA
male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,1157-BQCUW
female,0.0,Yes,Yes,College,2.0,Employed,60–100k,8259-NFJTV
male,1.0,No,No,College,1.0,Retired,100–150k,3223-DWFIO
male,1.0,No,No,College,1.0,Retired,100–150k,2660-EMUBI
female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,6968-GMKPR
male,0.0,Yes,Yes,College,3.0,Retired,100–150k,4751-ERMAN
female,0.0,Yes,No,College,3.0,Retired,100–150k,1436-ZMJAN
male,,No,No,Bachelor,1.0,Retired,>150k,3292-PBZEJ
female,0.0,Yes,Yes,College,3.0,Employed,60–100k,0799-DDIHE
female,0.0,Yes,Yes,,3.0,Self-employed,60–100k,3070-FNFZQ
male,0.0,No,Yes,College,3.0,Employed,60–100k,nan
female,1.0,No,No,HighSchool,1.0,Retired,60–100k,7675-OZCZG
male,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,5014-WUQMG
female,0.0,No,Yes,College,2.0,Employed,60–100k,5312-TSZVC
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,2003-CKLOR
female,1.0,Yes,No,College,2.0,Retired,60–100k,0993-OSGPT
female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,9254-RBFON
female,0.0,No,No,College,1.0,Self-employed,100–150k,1205-WNWPJ
male,1.0,Yes,No,College,2.0,Retired,100–150k,9391-EOYLI
female,1.0,Yes,No,College,2.0,Retired,100–150k,7108-DGVUU
male,0.0,No,No,College,1.0,Self-employed,60–100k,2782-JEEBU
female,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,5127-BZENZ
female,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,2720-FVBQP
female,1.0,No,No,College,1.0,Retired,60–100k,9906-NHHVC
male,0.0,,No,College,2.0,Self-employed,100–150k,4522-XRWWI
female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,3766-EJLFL
male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,5939-SXWHM
female,1.0,No,No,Bachelor,2.0,Retired,>150k,8152-UOBNY
female,1.0,No,No,College,1.0,Retired,60–100k,7351-KYHQH
female,0.0,Yes,Yes,College,3.0,Employed,60–100k,7643-RCHXS
male,0.0,No,No,College,1.0,Self-employed,60–100k,8246-SHFGA
female,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,8387-MOJJT
male,0.0,Yes,Yes,College,2.0,Employed,60–100k,0620-XEFWH
female,0.0,No,Yes,College,1.0,Self-employed,60–100k,6485-QXWWE
male,1.0,No,No,College,1.0,Retired,100–150k,2761-OCIAX
female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,7321-VGNKU
male,,Yes,No,Bachelor,3.0,Retired,>150k,5327-CNLUQ
male,0.0,Yes,No,College,3.0,Self-employed,60–100k,7552-KEYGT
female,0.0,Yes,Yes,College,2.0,Retired,100–150k,5816-JMLGY
male,1.0,No,No,College,1.0,Retired,100–150k,3068-OMWZA
male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,2927-QRRQV
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6032-KRXXO
female,0.0,No,No,College,2.0,Retired,100–150k,7459-RRWQZ
male,0.0,Yes,Yes,Bachelor,4.0,Self-employed,>150k,6265-SXWBU
male,0.0,No,No,College,1.0,Self-employed,60–100k,7941-RCJOW
male,1.0,Yes,Yes,Bachelor,2.0,Retired,>150k,6374-NTQLP
male,1.0,Yes,No,College,2.0,Retired,100–150k,4154-AQUGT
male,0.0,No,No,College,1.0,Self-employed,60–100k,2387-KDZQY
male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,3584-WKTTW
male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,3399-BMLVW
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,1971-DTCZB
male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,3092-IGHWF
male,0.0,No,No,College,2.0,Employed,60–100k,3374-PZLXD
male,0.0,Yes,No,College,2.0,Self-employed,60–100k,3813-DHBBB
female,0.0,Yes,No,College,2.0,Self-employed,60–100k,2812-REYAT
male,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,6518-PPLMZ
male,0.0,No,No,College,1.0,Self-employed,100–150k,4939-KYYPY
female,1.0,No,No,College,1.0,Retired,100–150k,8017-LXHFA
male,0.0,No,No,College,1.0,Retired,100–150k,5930-GBIWP
female,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,6022-KOUQO
female,0.0,No,No,Bachelor,3.0,Self-employed,>150k,6352-TWCAU
female,0.0,Yes,No,College,2.0,Self-employed,100–150k,2361-UPSND
female,0.0,No,No,Bachelor,1.0,Retired,>150k,6035-RIIOM
female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,2929-QNSRW
female,,Yes,No,Bachelor,2.0,Retired,>150k,1262-OPMFY
male,0.0,No,No,College,1.0,Self-employed,100–150k,9504-DSHWM
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,5035-BVCXS
female,1.0,Yes,No,College,2.0,Retired,100–150k,6267-DCFFZ
male,0.0,Yes,No,College,2.0,Self-employed,100–150k,3533-UVMOM
male,1.0,Yes,No,Bachelor,2.0,Retired,>150k,2439-LYPMQ
female,1.0,Yes,No,College,2.0,Retired,,4248-QPAVC
male,0.0,No,No,Bachelor,1.0,Retired,>150k,1899-VXWXM
female,0.0,No,No,College,2.0,Employed,60–100k,1478-VPOAD
male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,9995-HOTOH
female,0.0,No,No,College,1.0,Self-employed,100–150k,nan
female,0.0,No,No,College,,Self-employed,60–100k,1371-OJCEK
male,0.0,No,No,College,1.0,Self-employed,60–100k,4999-IEZLT
female,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,8883-ANODQ
male,1.0,No,No,HighSchool,1.0,Retired,60–100k,4690-LLKUA
female,0.0,Yes,Yes,College,2.0,Employed,60–100k,2351-RRBUE
male,0.0,Yes,No,College,2.0,Retired,100–150k,5980-BDHPY
female,0.0,Yes,No,College,3.0,Employed,60–100k,1498-DQNRX
male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,9469-WEJBT
female,0.0,No,No,Bachelor,1.0,Retired,>150k,3331-HQDTW
female,1.0,No,No,College,1.0,Retired,100–150k,9490-DFPMD
female,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,2581-VKIRT
male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,5442-XSDCW
male,1.0,Yes,Yes,College,2.0,Retired,100–150k,7426-WEIJX
female,0.0,No,No,College,1.0,Self-employed,60–100k,2851-MMUTZ
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,3049-NDXFL
male,1.0,No,No,College,2.0,Retired,100–150k,8580-AECUZ
male,0.0,Yes,No,College,2.0,Employed,60–100k,3307-TLCUD
male,0.0,Yes,No,College,2.0,Employed,60–100k,6625-FLENO
male,0.0,Yes,Yes,College,2.0,Employed,60–100k,2967-MXRAV
female,0.0,Yes,Yes,College,3.0,Employed,60–100k,7963-GQRMY
female,0.0,No,Yes,Bachelor,2.0,Self-employed,>150k,8189-HBVRW
male,0.0,No,No,College,1.0,Self-employed,60–100k,4163-KIUHY
male,0.0,Yes,Yes,Bachelor,4.0,Self-employed,>150k,1228-FZFRV
male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,3500-NSDOA
male,0.0,Yes,No,College,4.0,Employed,60–100k,1171-TYKUR
female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,3761-FLYZI
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,2058-DCJBE
male,0.0,,No,Bachelor,3.0,Self-employed,>150k,5364-XYIRR
female,0.0,No,No,Bachelor,1.0,Self-employed,,4829-AUOAX
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,1219-NNDDO
female,0.0,No,No,College,3.0,Employed,60–100k,8388-DMKAE
male,0.0,No,No,College,1.0,Self-employed,60–100k,4403-BWPAY
female,0.0,No,No,Bachelor,3.0,Retired,>150k,9659-QEQSY
female,0.0,No,No,Bachelor,1.0,Retired,>150k,5405-ZMYXQ
male,1.0,No,Yes,College,2.0,Retired,60–100k,5047-LHVLY
male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,1442-OKRJE
male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,4737-AQCPU
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,9158-VCTQB
female,0.0,Yes,Yes,College,3.0,Employed,60–100k,2808-CHTDM
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6311-UEUME
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0793-TWELN
male,0.0,Yes,Yes,College,2.0,Employed,60–100k,3283-WCWXT
female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,1060-ENTOF
male,1.0,No,Yes,HighSchool,2.0,Retired,,0999-QXNSA
male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,5451-MHQOF
female,0.0,Yes,No,College,4.0,Self-employed,60–100k,4836-WNFNO
male,0.0,Yes,,College,2.0,Self-employed,100–150k,9225-BZLNZ
male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,0354-VXMJC
female,0.0,No,Yes,College,1.0,Self-employed,60–100k,4422-QVIJA
male,1.0,,No,College,3.0,Retired,100–150k,9365-SRSZE
female,,Yes,Yes,College,3.0,Self-employed,100–150k,6839-ITVZJ
male,0.0,Yes,,,2.0,Employed,60–100k,8332-OSJDW
female,0.0,No,No,College,1.0,Employed,60–100k,4735-BJKOU
male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,0274-JKUJR
male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,5740-YHGTW
male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,8917-SZTTJ
male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,1696-MZVAU
male,0.0,Yes,,,3.0,Retired,>150k,7359-WWYJV
female,0.0,No,No,College,1.0,Self-employed,60–100k,0375-HVGXO
male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,4906-ZHGPK
,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8593-WHYHV
female,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,3795-GWTRD
male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,1298-PHBTI
female,0.0,No,No,College,1.0,Self-employed,60–100k,6223-DHJGV
male,0.0,No,No,College,1.0,Self-employed,60–100k,6961-MJKBO
female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,6097-EQISJ
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,4423-YLHDV
male,0.0,No,No,College,1.0,Self-employed,60–100k,8158-WPEZG
male,0.0,No,Yes,Bachelor,3.0,Self-employed,>150k,0107-YHINA
female,1.0,Yes,No,College,2.0,Retired,100–150k,4918-FYJNT
male,0.0,No,No,Bachelor,1.0,Retired,>150k,0727-BNRLG
,1.0,No,No,College,1.0,Retired,100–150k,4854-CIDCF
male,0.0,No,No,College,1.0,Self-employed,100–150k,8640-SDGKB
male,1.0,No,No,College,1.0,Retired,60–100k,3280-MRDOF
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6435-SRWBJ
female,0.0,Yes,No,College,3.0,Self-employed,60–100k,9964-WBQDJ
female,0.0,No,No,College,1.0,Self-employed,60–100k,6303-KFWSL
male,0.0,Yes,No,College,3.0,Self-employed,100–150k,1702-CCFNJ
male,0.0,No,No,College,1.0,Self-employed,100–150k,8932-CZHRQ
female,0.0,Yes,Yes,College,,Employed,60–100k,0386-CWRGM
male,0.0,No,Yes,College,2.0,Self-employed,60–100k,5515-RUGKN
male,0.0,Yes,No,College,3.0,Self-employed,60–100k,0404-AHASP
female,0.0,No,No,College,1.0,Self-employed,60–100k,7279-NMVJC
male,0.0,No,No,Bachelor,1.0,Retired,>150k,2081-VEYEH
female,1.0,No,No,College,1.0,Retired,100–150k,6407-UTSLV
female,0.0,No,No,Bachelor,1.0,Retired,>150k,4116-TZAQJ
female,0.0,,No,College,1.0,Self-employed,60–100k,9060-HJJRW
female,0.0,Yes,Yes,College,3.0,Employed,60–100k,2587-YNLES
female,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,7398-SKNQZ
female,1.0,No,No,College,1.0,Retired,100–150k,5935-FCCNB
male,0.0,Yes,No,College,2.0,Employed,60–100k,1958-RNRKS
male,0.0,No,No,College,1.0,Self-employed,100–150k,5136-RGMZO
female,0.0,No,No,College,2.0,Self-employed,100–150k,8345-MVDYC
male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,8226-BXGES
male,0.0,No,No,College,3.0,Self-employed,100–150k,3877-JRJIP
female,1.0,No,No,College,1.0,Retired,100–150k,8375-DKEBR
male,1.0,Yes,Yes,College,3.0,Retired,100–150k,9705-IOVQQ
male,0.0,,No,College,1.0,Employed,60–100k,1015-OWJKI
male,0.0,,No,College,1.0,Self-employed,60–100k,7511-YMXVQ
male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,2040-XBAVJ
female,0.0,No,No,College,1.0,Employed,60–100k,7551-JOHTI
female,0.0,Yes,No,College,2.0,Self-employed,60–100k,8887-IPQNC
female,0.0,Yes,No,Bachelor,3.0,Retired,>150k,8646-JCOMS
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,9804-ICWBG
male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,1222-KJNZD
male,-,No,No,College,1.0,Retired,100–150k,0106-GHRQR
female,0.0,No,No,Bachelor,1.0,Retired,>150k,5318-IXUZF
male,0.0,Yes,No,College,3.0,Self-employed,60–100k,3768-VHXQO
female,0.0,Yes,No,Bachelor,5.0,Retired,>150k,8952-WCVCD
female,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,2418-TPEUN
female,0.0,No,No,Bachelor,1.0,Retired,>150k,3963-RYFNS
female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,3198-VELRD
female,0.0,Yes,No,College,2.0,Self-employed,60–100k,8540-ZQGEA
male,1.0,No,No,Bachelor,1.0,Retired,>150k,1320-REHCS
female,0.0,No,No,Bachelor,1.0,Retired,>150k,4137-JOPHL
male,0.0,No,No,Bachelor,1.0,Self-employed,60–100k,9436-ZBZCT
male,0.0,Yes,No,College,3.0,Self-employed,60–100k,7801-CEDNV
female,1.0,Yes,No,College,2.0,Retired,100–150k,2057-BOYKM
male,0.0,No,No,College,1.0,Retired,100–150k,3658-QQJYD
female,0.0,No,No,College,1.0,Self-employed,60–100k,1803-BGNBD
female,1.0,No,No,College,1.0,Retired,100–150k,0134-XWXCE
male,,Yes,Yes,Bachelor,3.0,Retired,>150k,6950-TWMYB
female,0.0,No,No,College,1.0,Self-employed,60–100k,5848-FHRFC
male,0.0,No,No,College,2.0,Employed,60–100k,2243-FNMMI
male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,2511-MORQY
male,0.0,No,No,College,2.0,Self-employed,60–100k,5356-KZCKT
male,0.0,Yes,Yes,Bachelor,6.0,Retired,>150k,9470-XCCEM
female,0.0,No,No,College,2.0,Self-employed,60–100k,6519-CFDBX
male,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,3902-MIVLE
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,0409-WTMPL
female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,8763-KIAFH
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,3669-WHAFY
female,0.0,No,No,College,2.0,Self-employed,100–150k,3055-VTCGS
male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,3144-KMTWZ
female,1.0,No,No,Bachelor,1.0,Retired,>150k,7279-BUYWN
male,1.0,No,No,College,1.0,Retired,100–150k,7156-MHUGY
male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,7198-GLXTC
female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,2007-QVGAW
male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,5207-PLSTK
male,1.0,No,No,Bachelor,1.0,Retired,>150k,2307-FYNNL
male,1.0,Yes,No,HighSchool,2.0,Retired,60–100k,5605-XNWEN
female,0.0,No,No,College,1.0,Retired,60–100k,2155-AMQRX
male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,6181-AXXYF
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,5091-HFAZW
female,0.0,No,Yes,College,3.0,Self-employed,60–100k,0516-VRYBW
male,1.0,Yes,No,Bachelor,2.0,Retired,>150k,2519-LBNQL
female,1.0,No,No,College,2.0,Retired,60–100k,8623-ULFNQ
male,0.0,No,Yes,Bachelor,1.0,Self-employed,>150k,8380-PEFPE
female,0.0,No,Yes,College,1.0,Employed,60–100k,5687-DKDTV
male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,1568-LJSZU
female,0.0,No,No,Bachelor,1.0,Retired,>150k,7530-HDYDS
female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,7789-HKSBS
female,0.0,Yes,No,College,2.0,Self-employed,60–100k,7416-CKTEP
male,0.0,Yes,No,College,2.0,Employed,60–100k,2586-CWXVV
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,3096-IZETN
female,0.0,Yes,No,College,3.0,Self-employed,100–150k,2348-KCJLT
male,0.0,Yes,Yes,College,5.0,Retired,100–150k,8401-EMUWF
male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,4193-IBKSW
female,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,5377-NDTOU
female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,5922-ABDVO
female,0.0,Yes,No,College,2.0,Retired,100–150k,2474-LCNUE
female,0.0,No,No,College,1.0,Self-employed,60–100k,0839-QNXME
male,0.0,No,No,College,2.0,Self-employed,60–100k,3506-OVLKD
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,9172-ANCRX
male,0.0,No,No,College,2.0,Self-employed,60–100k,6650-VJONK
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,2178-PMGCJ
male,0.0,Yes,Yes,College,4.0,Employed,60–100k,nan
female,0.0,No,No,College,1.0,Self-employed,60–100k,2773-MADBQ
female,0.0,Yes,Yes,College,2.0,Employed,60–100k,6016-LVTJQ
male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,7860-KSUGX
male,0.0,Yes,,College,4.0,Self-employed,60–100k,8966-KZXXA
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6910-HADCM
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4816-LXZYW
male,1.0,Yes,No,College,3.0,Retired,100–150k,9606-PBKBQ
female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,5149-QYTTU
female,1.0,No,No,College,1.0,Retired,100–150k,2070-XYMFH
male,0.0,Yes,No,Bachelor,3.0,Retired,>150k,2085-BOJKI
male,0.0,No,No,College,1.0,Self-employed,100–150k,0817-HSUSE
male,0.0,Yes,Yes,College,3.0,Employed,60–100k,5442-PPTJY
female,0.0,Yes,No,College,2.0,Self-employed,60–100k,1927-QEWMY
male,0.0,No,,College,1.0,Employed,60–100k,1663-MHLHE
male,1.0,Yes,No,College,2.0,Retired,100–150k,5663-QBGIS
male,0.0,Yes,Yes,College,2.0,Self-employed,>150k,4450-MDZFX
female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,nan
female,0.0,Yes,No,College,2.0,Employed,60–100k,7554-AKDQF
male,1.0,Yes,No,College,2.0,Retired,100–150k,3536-IQCTX
female,0.0,No,Yes,Bachelor,2.0,Retired,>150k,4911-BANWH
male,0.0,No,No,Bachelor,2.0,Retired,>150k,8496-EJAUI
male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,0794-YVSGE
female,0.0,No,No,College,2.0,Self-employed,60–100k,5423-BHIXO
male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,6908-VVYHM
female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,2959-EEXWB
male,0.0,No,No,College,1.0,Employed,60–100k,1839-UMACK
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,3030-YDNRM
male,0.0,No,Yes,College,2.0,Employed,60–100k,7321-KKSDU
female,1.0,Yes,No,College,3.0,Retired,60–100k,3402-XRIUO
male,1.0,Yes,No,HighSchool,3.0,Retired,60–100k,3132-TVFDZ
male,0.0,No,No,College,1.0,Employed,60–100k,8286-AFUYI
male,1.0,No,No,HighSchool,1.0,Retired,60–100k,8080-DDEMJ
female,0.0,Yes,No,College,2.0,Self-employed,60–100k,8356-WUAOJ
male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,6365-MTGZX
male,0.0,No,No,College,1.0,Self-employed,60–100k,1349-WXNGG
male,1.0,No,No,College,1.0,Retired,100–150k,8058-DMYRU
female,0.0,No,No,College,2.0,Self-employed,60–100k,9350-ZXYJC
male,0.0,Yes,Yes,Bachelor,5.0,Self-employed,>150k,6990-YNRIO
female,,Yes,No,College,3.0,Employed,60–100k,8958-JPTRR
male,0.0,No,No,College,1.0,Self-employed,100–150k,6959-GQEGV
female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,3173-WSSUE
male,0.0,Yes,No,College,2.0,Self-employed,100–150k,1265-HVPZB
male,0.0,No,No,College,1.0,Self-employed,60–100k,4115-UMJFQ
male,0.0,No,No,College,1.0,Employed,60–100k,7369-TRPFD
female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,1098-KFQEC
female,0.0,No,No,College,1.0,Employed,60–100k,7190-XHTWJ
male,0.0,No,No,College,1.0,Self-employed,60–100k,0621-TWIEM
female,1.0,Yes,No,College,2.0,Retired,60–100k,3537-RYBHH
female,0.0,Yes,No,College,2.0,Self-employed,60–100k,2485-ITVKB
male,0.0,No,No,College,1.0,Self-employed,60–100k,3669-OYSJI
female,0.0,,No,College,1.0,Employed,60–100k,1612-EOHDH
male,1.0,No,No,HighSchool,1.0,Retired,60–100k,6702-OHFWR
male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,5296-BFCYD
female,1.0,No,No,College,2.0,Retired,60–100k,4510-PYUSH
female,0.0,Yes,No,College,2.0,Self-employed,100–150k,9359-JANWS
female,0.0,Yes,No,Bachelor,4.0,Self-employed,>150k,7517-SAWMO
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4143-HHPMK
male,0.0,Yes,Yes,College,2.0,Employed,60–100k,3279-DYZQM
female,0.0,No,No,College,1.0,Employed,60–100k,7054-LGEQW
female,1.0,No,No,College,3.0,Retired,60–100k,0523-VNGTF
male,0.0,Yes,No,College,2.0,Employed,60–100k,9575-IWCAZ
female,1.0,Yes,No,College,2.0,Retired,60–100k,7105-MXJLL
male,1.0,No,No,College,1.0,Retired,100–150k,7064-FRRSW
female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,7940-UQQUG
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0923-PNFUB
male,0.0,No,No,College,1.0,Self-employed,60–100k,3961-SXAXY
male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,7010-BRBUU
male,0.0,No,No,College,1.0,Self-employed,60–100k,3566-HJGPK
female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,3062-ICYZQ
female,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,9938-PRCVK
female,0.0,Yes,Yes,College,2.0,Retired,100–150k,0973-KYVNF
female,0.0,Yes,No,College,2.0,Self-employed,100–150k,5129-HHMZC
male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,9637-CDTKZ
male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,3946-JEWRQ
male,0.0,No,No,College,1.0,Self-employed,100–150k,7873-CVMAW
male,0.0,No,No,College,2.0,Self-employed,60–100k,0463-WZZKO
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,3494-JCHRQ
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6474-FVJLC
male,0.0,No,No,College,3.0,Self-employed,60–100k,4524-QCSSM
male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,5832-EXGTT
female,1.0,Yes,No,College,3.0,Retired,100–150k,8840-DQLGN
male,0.0,No,No,College,1.0,Self-employed,60–100k,2039-JONDJ
male,0.0,Yes,Yes,College,3.0,Retired,100–150k,7217-JYHOQ
male,0.0,Yes,Yes,College,4.0,Retired,100–150k,6695-FRVEC
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4547-LYTDD
female,0.0,No,No,College,1.0,Self-employed,60–100k,9894-QMIMJ
male,0.0,No,No,College,1.0,Self-employed,60–100k,8069-YQQAJ
female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,6770-XUAGN
female,1.0,No,No,HighSchool,2.0,Retired,60–100k,4193-ORFCL
male,1.0,No,No,College,1.0,Retired,60–100k,1636-NTNCO
male,0.0,No,Yes,College,1.0,Self-employed,100–150k,3466-WAESX
female,0.0,Yes,No,College,2.0,Self-employed,60–100k,9281-PKKZE
,0.0,No,Yes,College,2.0,Retired,100–150k,3638-VBZTA
male,0.0,No,No,College,1.0,Self-employed,100–150k,7459-IMVYU
male,1.0,Yes,No,College,3.0,Retired,60–100k,7776-QWNFX
female,1.0,No,No,College,1.0,Retired,100–150k,6689-TCZHQ
male,0.0,No,,Bachelor,1.0,Retired,>150k,8563-OYMQY
male,0.0,Yes,Yes,College,3.0,Employed,60–100k,0754-EEBDC
female,0.0,No,No,College,2.0,Employed,60–100k,5777-ZPQNC
male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,1951-IEYXM
male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,3318-NMQXL
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,3143-ILDAL
female,0.0,No,No,College,1.0,Self-employed,60–100k,1022-RKXDR
male,0.0,No,No,College,1.0,Self-employed,60–100k,2361-FJWNO
female,0.0,No,No,College,1.0,Self-employed,100–150k,2272-UOINI
male,0.0,No,No,College,1.0,Self-employed,60–100k,8232-UTFOZ
male,0.0,Yes,Yes,College,2.0,Employed,60–100k,3750-YHRYO
female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,6637-KYRCV
female,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,5668-MEISB
male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,0129-QMPDR
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,7188-CBBBA
