tenure,MonthlyCharges,TotalCharges,AverageDataUsage,LatePaymentCount,AppLoginFrequency,CustomerSatisfactionScore,customerID
35.0,25.6,901.25,18.09019867669741,0.0,5.0,3.0,4163-KIUHY
50.0,105.95,5341.8,384.8698297382488,1.0,6.0,1.0,1228-FZFRV
68.0,70.8,4859.95,149.59065762418572,unknown,13.0,2.0,3500-NSDOA
47.0,25.4,1139.2,26.84524863222016,0.0,1.0,3.0,1171-TYKUR
65.0,108.8,7082.45,270.4963651263699,0.0,5.0,ORPH-0614c7e6,3761-FLYZI
5.0,69.75,324.6,285.07923870951925,0.0,0.0,2.0,2058-DCJBE
51.0,94.65,4812.75,395.4157376090256,0.0,1.0,2.0,5364-XYIRR
46.0,96.05,4399.5,358.24619695394466,0.0,0.0,2.0,4829-AUOAX
9.0,76.85,663.55,276.48647253749715,0.0,0.0,3.0,1219-NNDDO
8.0,20.25,174.65,0.0,0.0,0.0,3.0,8388-DMKAE
14.0,24.8,321.7,28.40639175577046,0.0,3.0,2.0,4403-BWPAY
45.0,115.65,5125.5,338.8332660786825,0.0,3.0,2.0,9659-QEQSY
8.0,74.6,548.9,319.23442483407825,0.0,0.0,2.0,5405-ZMYXQ
1.0,50.15,50.15,126.3669108612202,1.0,0.0,2.0,5047-LHVLY
66.0,103.15,7031.3,342.8016133246276,1.0,3.0,1.0,1442-OKRJE
72.0,72.1,5016.65,104.33781468055707,1.0,10.0,2.0,4737-AQCPU
41.0,113.6,4594.95,354.5908643807377,0.0,0.0,2.0,9158-VCTQB
23.0,25.1,611.45,57.475042782277306,0.0,2.0,2.0,2808-CHTDM
29.0,78.9,2384.15,293.62421707694864,0.0,6.0,2.0,6311-UEUME
4.0,80.15,319.85,280.1008703386465,0.0,4.0,ORPH-8df02894,0793-TWELN
6.0,25.4,153.3,107.71220009002975,1.0,2.0,3.0,3283-WCWXT
67.0,105.4,7035.6,252.3765633225987,0.0,3.0,2.0,1060-ENTOF
7.0,45.75,344.2,67.89583546809507,0.0,0.0,3.0,0999-QXNSA
56.0,24.45,1431.65,22.83369040834199,0.0,2.0,3.0,5451-MHQOF
72.0,25.0,1849.2,1.674394618967419,0.0,1.0,2.0,4836-WNFNO
72.0,85.25,6083.1,234.26725142195977,0.0,0.0,2.0,9225-BZLNZ
23.0,19.6,426.65,13.887027150411722,0.0,1.0,3.0,0354-VXMJC
35.0,50.15,1655.35,189.9939520993963,0.0,2.0,2.0,4422-QVIJA
27.0,70.55,1943.9,196.58754957021708,0.0,3.0,3.0,9365-SRSZE
26.0,60.05,1616.15,82.67645898196233,0.0,4.0,3.0,6839-ITVZJ
12.0,26.4,314.95,0.0,0.0,0.0,3.0,8332-OSJDW
40.0,20.15,804.85,9.563773416017211,0.0,0.0,2.0,4735-BJKOU
7.0,58.85,465.7,244.47976467218652,0.0,3.0,2.0,0274-JKUJR
70.0,97.55,6669.05,331.3551430901394,0.0,0.0,2.0,5740-YHGTW
60.0,19.65,1161.75,17.862639174755408,0.0,0.0,4.0,8917-SZTTJ
39.0,25.25,947.75,129.44390085587523,0.0,3.0,2.0,1696-MZVAU
72.0,114.45,8375.05,364.700175124568,1.0,5.0,2.0,7359-WWYJV
1.0,34.7,34.7,211.05127788532627,0.0,0.0,2.0,0375-HVGXO
54.0,70.7,3770,207.40639828120476,1.0,0.0,2.0,4906-ZHGPK
3.0,85.3,264.8,307.4435893020554,1.0,2.0,2.0,8593-WHYHV
63.0,75.55,4707.85,210.36046016688096,0.0,5.0,3.0,3795-GWTRD
71.0,84.8,6152.4,281.52452448599365,1.0,0.0,3.0,1298-PHBTI
42.0,20.65,958.1,1.258934807957825,0.0,0.0,3.0,6223-DHJGV
47.0,20.45,943,9.863835345483766,0.0,3.0,3.0,UNK-824adb61
66.0,102.45,6615.15,357.9495965647505,0.0,0.0,2.0,6097-EQISJ
21.0,104.4,2200.25,272.7862478148494,0.0,4.0,2.0,4423-YLHDV
11.0,35.65,425.1,76.36996568851778,0.0,7.0,3.0,8158-WPEZG
1.0,99.75,99.75,332.5004358931775,0.0,9.0,2.0,0107-YHINA
55.0,90.45,5044.8,164.9315614216668,0.0,4.0,3.0,4918-FYJNT
69.0,97.65,6743.55,321.8816831437972,0.0,9.0,3.0,0727-BNRLG
3.0,73.85,196.4,240.68700654995817,2.0,5.0,1.0,4854-CIDCF
4.0,74.4,299.7,282.3863024203987,0.0,2.0,2.0,8640-SDGKB
30.0,69.1,2093.9,106.8851243233822,1.0,6.0,2.0,3280-MRDOF
5.0,82.75,417.75,255.45623051309715,0.0,4.0,3.0,6435-SRWBJ
71.0,24.4,1725.4,93.45036494573397,0.0,0.0,3.0,9964-WBQDJ
29.0,55.25,1620.2,83.75462665822556,0.0,4.0,3.0,6303-KFWSL
52.0,61.35,3169.55,105.90634227201971,0.0,6.0,3.0,1702-CCFNJ
68.0,76.75,5233.25,192.12053346334,0.0,2.0,2.0,8932-CZHRQ
46.0,19.4,967.85,10.412607783891175,0.0,0.0,2.0,0386-CWRGM
8.0,54.75,438.05,,0.0,5.0,2.0,5515-RUGKN
72.0,19.7,1421.9,36.38438567753009,0.0,2.0,3.0,0404-AHASP
17.0,19.9,323.15,81.85233440774206,1.0,1.0,2.0,7279-NMVJC
3.0,107.95,318.6,360.8842887854046,0.0,4.0,3.0,2081-VEYEH
2.0,83.8,163.7,243.37208092443336,1.0,0.0,2.0,6407-UTSLV
9.0,74.25,639.65,257.52128820232394,0.0,3.0,2.0,4116-TZAQJ
51.0,56.4,2928.5,242.3615359649147,0.0,2.0,2.0,9060-HJJRW
6.0,20.1,100.35,0.0,0.0,0.0,3.0,2587-YNLES
3.0,94.9,273.2,361.57307902388,0.0,3.0,2.0,7398-SKNQZ
17.0,94.2,1608.15,252.3642962109798,0.0,0.0,2.0,5935-FCCNB
30.0,49.9,1441.95,117.47679653823572,0.0,1.0,2.0,1958-RNRKS
31.0,71.05,2168.15,163.50699703635183,0.0,0.0,3.0,5136-RGMZO
45.0,81.65,3618.7,243.8950012024312,0.0,5.0,3.0,8345-MVDYC
64.0,89.45,5692.65,279.46115357323674,0.0,0.0,2.0,8226-BXGES
1.0,59.85,59.85,122.6253253723783,2.0,3.0,2.0,3877-JRJIP
1.0,69.6,69.6,181.59056326563527,0.0,0.0,1.0,8375-DKEBR
61.0,99.0,5969.3,267.42940568148987,2.0,0.0,ORPH-ce82ee9e,9705-IOVQQ
1.0,19.05,19.05,0.0,0.0,0.0,2.0,1015-OWJKI
9.0,45.4,418.8,200.88952904972237,0.0,1.0,3.0,7511-YMXVQ
72.0,114.45,8100.55,356.4642928297536,2.0,3.0,2.0,2040-XBAVJ
-,19.5,19.5,86.54017249005109,,1.0,2.0,7551-JOHTI
7.0,44.25,313.45,118.79055782885492,1.0,4.0,unknown,8887-IPQNC
66.0,90.55,6130.95,,0.0,3.0,2.0,8646-JCOMS
1.0,69.9,69.9,187.28034889145823,0.0,3.0,2.0,9804-ICWBG
40.0,20.4,745.3,12.32222629077241,0.0,0.0,3.0,1222-KJNZD
16.0,71.4,1212.1,196.54904267261983,0.0,4.0,2.0,0106-GHRQR
2.0,87.15,183.75,337.70623856481023,0.0,0.0,2.0,5318-IXUZF
67.0,24.85,1583.5,5.658331192051103,0.0,3.0,ORPH-fb871ae4,3768-VHXQO
41.0,104.45,4162.05,269.36330402028693,0.0,6.0,2.0,8952-WCVCD
56.0,19.8,1119.9,0.0,0.0,0.0,ORPH-63d8640f,2418-TPEUN
72.0,116.45,8013.55,369.8207121516503,0.0,2.0,2.0,3963-RYFNS
3.0,84.75,264.85,267.659081957089,0.0,0.0,1.0,3198-VELRD
54.0,20.05,1102.4,60.3378777389223,0.0,4.0,3.0,8540-ZQGEA
52.0,110.75,5832,227.768746409092,0.0,9.0,ORPH-c1d8664f,1320-REHCS
50.0,89.7,4304.5,257.3607411996496,0.0,5.0,3.0,4137-JOPHL
14.0,89.95,1178.4,,0.0,0.0,2.0,9436-ZBZCT
27.0,48.7,1421.75,211.04288985708655,0.0,2.0,2.0,7801-CEDNV
72.0,96.6,6827.5,184.51160132138045,0.0,13.0,2.0,2057-BOYKM
62.0,74.3,4698.05,240.50339177973495,0.0,,2.0,3658-QQJYD
12.0,54.3,654.5,,0.0,3.0,3.0,1803-BGNBD
44.0,74.85,3268.05,219.06547688806816,0.0,4.0,2.0,0134-XWXCE
54.0,79.95,4362.05,273.0159800206424,0.0,9.0,2.0,6950-TWMYB
68.0,20.05,1386.9,34.664421710337464,1.0,0.0,3.0,5848-FHRFC
20.0,19.4,415.4,23.045634572294688,,1.0,3.0,2243-FNMMI
50.0,54.9,2614.1,141.79285791239144,—,2.0,1.0,2511-MORQY
58.0,24.45,1513.6,27.875536229431383,0.0,0.0,3.0,5356-KZCKT
35.0,89.65,3161.6,276.52732905964933,0.0,6.0,3.0,9470-XCCEM
2.0,45.4,80.95,54.12697828644573,0.0,3.0,2.0,6519-CFDBX
63.0,75.7,4676.7,203.69211587099,0.0,11.0,ORPH-d7542bef,3902-MIVLE
58.0,110.65,6526.65,342.0640251287627,1.0,4.0,1.0,0409-WTMPL
27.0,20.55,583.3,45.27578158061368,0.0,3.0,3.0,8763-KIAFH
71.0,115.15,8078.1,361.724075540581,-0.0,2.0,3.0,3669-WHAFY
63.0,58.55,3503.5,126.83474874593034,1.0,0.0,2.0,3055-VTCGS
71.0,93.25,6669.45,219.3962887509354,0.0,0.0,2.0,3144-KMTWZ
41.0,113.2,4689.5,311.3239130407387,0.0,3.0,1.0,7279-BUYWN
13.0,90.5,1201.15,281.14699173748426,0.0,0.0,1.0,7156-MHUGY
2.0,79.0,143.65,254.76386702908331,0.0,2.0,3.0,7198-GLXTC
68.0,19.35,1292.65,9.676230401730688,0.0,3.0,3.0,2007-QVGAW
1.0,48.75,48.75,82.31116307451255,0.0,4.0,2.0,5207-PLSTK
65.0,109.05,7108.2,257.6368900908738,0.0,0.0,3.0,2307-FYNNL
72.0,25.0,1802.55,3.8602964340060058,0.0,0.0,2.0,5605-XNWEN
28.0,54.9,1505.15,141.3791801271784,0.0,0.0,3.0,2155-AMQRX
72.0,24.75,1859.1,18.46367246625347,1.0,5.0,4.0,6181-AXXYF
2.0,91.15,168.5,302.6923484574268,0.0,3.0,3.0,5091-HFAZW
18.0,20.15,390.85,0.0,0.0,1.0,3.0,0516-VRYBW
60.0,104.35,6339.45,255.17231709946176,0.0,3.0,3.0,2519-LBNQL
26.0,66.05,1652.4,114.0200472829458,0.0,0.0,3.0,8623-ULFNQ
1.0,71.65,71.65,301.930074918984,0.0,4.0,2.0,8380-PEFPE
4.0,20.35,77.5,19.559413685959424,1.0,0.0,3.0,5687-DKDTV
68.0,92.2,6392.85,220.4971040723915,0.0,4.0,2.0,1568-LJSZU
38.0,84.25,3264.5,248.49518074229888,0.0,0.0,3.0,7530-HDYDS
42.0,105.2,4599.15,229.28704063621743,1.0,1.0,1.0,7789-HKSBS
57.0,19.6, 1134.25  ,16.376489629613765,0.0,0.0,3.0,7416-CKTEP
54.0,,1621.35,150.15790372787978,1.0,2.0,2.0,2586-CWXVV
12.0,78.1,947.3,305.48194233736444,0.0,0.0,1.0,3096-IZETN
44.0,61.5,2722.2,176.19245621546978,1.0,6.0,2.0,2348-KCJLT
42.0,69.4,3058.3,188.6526443872624,0.0,2.0,2.0,8401-EMUWF
72.0,24.75,1769.6,32.59118472909886,0.0,0.0,3.0,4193-IBKSW
71.0,91.05,6293.75,210.22977342278148,1.0,5.0,ORPH-c5c82052,5377-NDTOU
19.0,89.65,1761.05,340.58004096102064,2.0,3.0,2.0,5922-ABDVO
23.0,73.65,1642.75,253.54324875379243,0.0,0.0,2.0,2474-LCNUE
30.0,19.4,578.5,0.0,0.0,3.0,3.0,0839-QNXME
35.0,26.2,954.9,91.65938032113073,0.0,1.0,3.0,3506-OVLKD
10.0,98.7,973.25,321.9237428128946,0.0,0.0,2.0,9172-ANCRX
1.0,43.85,43.85,125.28142162513618,0.0,0.0,2.0,6650-VJONK
22.0,69.7,1490.4,205.41246310169427,0.0,1.0,2.0,2178-PMGCJ
7.0,38.55,280,74.22996521776275,0.0,4.0,2.0,7492-TAFJD
36.0,53.1,1901.25,75.57166461812203,0.0,5.0,3.0,2773-MADBQ
34.0,20.65,716.4,26.602037090713573,1.0,0.0,2.0,6016-LVTJQ
72.0,64.45,4720,178.216639625006,0.0,3.0,3.0,7860-KSUGX
36.0,25.1,930.95,31.401311872353627,0.0,0.0,4.0,8966-KZXXA
1.0,76.35,76.35,229.58499513918088,2.0,2.0,1.0,6910-HADCM
23.0,79.15,1676.95,280.4697365640439,0.0,5.0,2.0,4816-LXZYW
32.0,85.0,2642.05,189.99530779088852,0.0,3.0,2.0,9606-PBKBQ
71.0,95.15,6770.85,168.5668700420633,0.0,7.0,3.0,5149-QYTTU
23.0,79.35,1835.3,178.58864972081946,0.0,,2.0,2070-XYMFH
17.0,96.65,1588.25,386.0279346794897,0.0,5.0,ORPH-220ecffb,2085-BOJKI
1.0,75.5,75.5,247.2246735790116,0.0,4.0,2.0,0817-HSUSE
12.0,19.7,258.35,0.0,0.0,3.0,3.0,5442-PPTJY
72.0,20.5,1502.25,95.68307748130952,0.0,5.0,2.0,1927-QEWMY
1.0,19.2,19.2,27.722455339034127,1.0,4.0,ORPH-5111483a,1663-MHLHE
72.0,98.35,6929.4,283.6842144358913,0.0,0.0,3.0,5663-QBGIS
60.0,74.35,4453.3,282.38150873110925,0.0,2.0,2.0,4450-MDZFX
61.0,51.35,3244.4,193.65241275080075,0.0,6.0,3.0,6701-DHKWQ
,45.65,323.45,112.29669911126769,0.0,3.0,3.0,7554-AKDQF
32.0,85.3,2661.1,174.0020656212214,0.0,0.0,2.0,3536-IQCTX
31.0,86.55,2697.4,266.5990425344855,0.0,0.0,2.0,4911-BANWH
19.0,73.85,1424.5,237.3853193103676,0.0,7.0,3.0, 8496-EJAUI  
72.0,20.3,1401.15,4.758418360623334,0.0,3.0,3.0,0794-YVSGE
32.0,54.2,1739.6,164.9853713754934,1.0,4.0,1.0,5423-BHIXO
65.0,90.65,5931,321.40029771899407,0.0,3.0,3.0,6908-VVYHM
45.0,50.9,2333.85,190.6919690228372,0.0,0.0,2.0,2959-EEXWB
42.0,25.05,949.85,0.0,0.0,0.0,2.0,1839-UMACK
8.0,74.85,572.45,277.38929547803593,0.0,5.0,2.0,3030-YDNRM
32.0,20.5,696.8,1.9800204649992352,0.0,2.0,3.0,7321-KKSDU
22.0,63.55,1381.8,122.60178330728908,1.0,0.0,3.0,3402-XRIUO
57.0,44.85,2572.95,103.90898561386128,1.0,0.0,2.0,3132-TVFDZ
1.0,47.95,47.95,140.5706562246977,1.0,4.0,2.0,8286-AFUYI
1.0,45.1,45.1,140.3201532337334,0.0,0.0,2.0,8080-DDEMJ
1.0,45.0,45,98.66007649158472,0.0,0.0,3.0,8356-WUAOJ
24.0,96.0,2122.45,378.4241391889457,2.0,4.0,2.0,6365-MTGZX
1.0,20.05,20.05,46.70748176259706,1.0,6.0,3.0,1349-WXNGG
54.0,90.05,4931.8,255.6785276501486,0.0,0.0,2.0,8058-DMYRU
4.0,25.3,116.95,40.070111072161794,0.0,2.0,3.0,9350-ZXYJC
65.0,108.65,6937.95,381.82930393831,0.0,6.0,1.0,6990-YNRIO
56.0,24.3,1261.7,77.7843600170002,0.0,0.0,UNK-9ea03a5e,8958-JPTRR
45.0,75.95,3273.8,248.9789688177908,1.0,5.0,1.0,6959-GQEGV
71.0,19.7,1415.85,0.0,0.0,0.0,3.0,3173-WSSUE
59.0,66.4,3958.2,207.5587474639048,0.0,0.0,2.0,1265-HVPZB
69.0,35.75,2492.25,133.77125676300673,0.0,3.0,2.0,4115-UMJFQ
19.0,18.8,279.2,0.0,0.0,0.0,3.0,7369-TRPFD
55.0,19.4,1083,67.18315359401208,0.0,2.0,ORPH-f8497ade,1098-KFQEC
38.0,19.3,755.5,40.53663066626898,0.0,0.0,3.0,7190-XHTWJ
10.0,45.55,402.6,95.11749116170908,0.0,4.0,2.0,0621-TWIEM
47.0,67.45,3252,85.63123910146847,0.0,3.0,1.0,3537-RYBHH
2.0,35.1,68.75,137.77041662131995,0.0,1.0,2.0,2485-ITVKB
1.0,46.2,46.2,159.16817472696292,1.0,0.0,1.0,3669-OYSJI
1.0,45.15,45.15,78.53662172903135,0.0,0.0,2.0,1612-EOHDH
1.0,43.3,43.3,139.7367397745536,0.0,0.0,3.0,6702-OHFWR
46.0,20.1,936.85,34.656754829403454,0.0,3.0,3.0,5296-BFCYD
38.0,57.15,2250.65,60.98188934087944,0.0,0.0,3.0,4510-PYUSH
65.0,58.9,3857.1,111.5205025311876,0.0,0.0,3.0,9359-JANWS
19.0,73.2,1441.1,238.3704461198829,,1.0,2.0,7517-SAWMO
52.0,85.35,4338.6,279.5132901891235,0.0,4.0,3.0,4143-HHPMK
71.0,19.45,1378.45,11.532213388366486,0.0,0.0,3.0,3279-DYZQM
1.0,45.95,45.95,189.48370385069347,0.0,0.0,3.0,
52.0,50.5,2566.3,107.65797642299049,1.0,6.0,3.0,0523-VNGTF
6.0,25.1,171,43.15499282906016,0.0,0.0,3.0,9575-IWCAZ
26.0,60.7,1597.4,174.6767500306022,0.0,0.0,2.0,7105-MXJLL
48.0,99.0,4744.35,319.4656748350105,0.0,0.0,3.0,7064-FRRSW
64.0,104.4,6721.6,311.6369031527145,0.0,4.0,3.0,7940-UQQUG
,83.75,247.25,309.4268876478905,0.0,3.0,1.0,0923-PNFUB
1.0,44.05,44.05,58.34033266300361,0.0,3.0,3.0,3961-SXAXY
72.0,24.1,1734.65,4.158838331967296,0.0,0.0,3.0,7010-BRBUU
1.0,45.55,45.55,149.95546428649368,0.0,0.0,2.0,3566-HJGPK
51.0,93.8,4539.35,319.8533075095895,0.0,4.0,2.0,3062-ICYZQ
41.0,19.7,804.25,24.28328671245458,1.0,0.0,3.0,9938-PRCVK
72.0,70.65,5011.15,178.0794466574824,0.0,3.0,2.0,0973-KYVNF
43.0,86.45,3574.5,264.4584077706511,0.0,3.0,2.0,5129-HHMZC
72.0,114.1,8086.4,344.5319807871141,0.0,3.0,,9637-CDTKZ
47.0,95.2,4563,283.33275588252405,0.0,4.0,1.0,3946-JEWRQ
72.0,88.55,6362.35,192.3280740513408,0.0,10.0,3.0,7873-CVMAW
3.0,20.75,67.1,6.755186624028724,0.0,0.0,3.0,0463-WZZKO
1.0,70.05,70.05,268.2862674766773,0.0,5.0,2.0,3494-JCHRQ
2.0,86.0,165.45,346.2603721024547,0.0,0.0,ORPH-56571921,6474-FVJLC
26.0,44.65,1156.55,121.83752583915415,0.0,3.0,2.0,4524-QCSSM
29.0,60.2,1834.15,214.6441249317538,0.0,1.0,3.0,5832-EXGTT
35.0,100.5,3653.35,183.75340447978408,0.0,8.0,3.0,8840-DQLGN
27.0,55.45,1477.65,100.63759610476818,,5.0,3.0,2039-JONDJ
24.0,70.3,1706.45,202.34240305148884,1.0,3.0,3.0, 7217-JYHOQ  
67.0,60.4,3953.7,105.85928285264576,1.0,5.0,2.0,6695-FRVEC
16.0,72.65,1194.3,212.83165176924777,2.0,0.0,1.0,4547-LYTDD
23.0,55.8,1327.85,91.69873670991753,0.0,5.0,3.0,9894-QMIMJ
14.0,31.1,419.7,169.93546425414394,0.0,0.0,ORPH-5d49339f,8069-YQQAJ
1.0,21.0,21,36.17015406024875,0.0,0.0,2.0,6770-XUAGN
1.0,45.1,45.1,59.00676566666267,0.0,0.0,1.0,4193-ORFCL
4.0,50.95,207.35,137.18728130735826,1.0,4.0,3.0, 1636-NTNCO  
16.0,69.1,1083.7,187.74799757840503,0.0,0.0,3.0,3466-WAESX
46.0,43.95,2007.85,209.76487405663303,1.0,2.0,3.0,9281-PKKZE
68.0,86.5,5882.75,149.51310535802787,0.0,0.0,3.0,3638-VBZTA
38.0,69.95,2657.55,145.34964037945048,1.0,10.0,2.0,7459-IMVYU
30.0,50.4,1527.5,120.08136164459113,0.0,0.0,1.0,7776-QWNFX
5.0,78.95,378.4,236.3218204978995,0.0,5.0,3.0,6689-TCZHQ
17.0,90.95,1612.2,319.7862332755447,0.0,3.0,2.0,8563-OYMQY
4.0,19.9,76.65,3.591704215230159,0.0,5.0,3.0,0754-EEBDC
12.0,20.15,260.7,15.4567897656284,0.0,0.0,2.0,5777-ZPQNC
72.0,90.6,6441.85,224.01308139558256,1.0,4.0,2.0,1951-IEYXM
3.0,92.0,266.8,358.2435475904689,0.0,0.0,2.0,3318-NMQXL
56.0,94.45,5124.6,266.47567403996254,0.0,7.0,2.0,3143-ILDAL
41.0,24.85,962.25,42.20006863861643,0.0,3.0,ORPH-1f444b3c,1022-RKXDR
40.0,36.0,1382.9,165.37619372711706,0.0,7.0,4.0,2361-FJWNO
7.0,78.5,571.05,210.43989990646503,0.0,8.0,3.0,2272-UOINI
69.0,19.95,1399.35,14.883926011470605,0.0,0.0,3.0,8232-UTFOZ
7.0,20.65,150,82.74382050053805,0.0,0.0,3.0,3750-YHRYO
5.0,30.5,,117.77179240963504,0.0,0.0,2.0,6637-KYRCV
72.0,106.1,7657.4,300.11548707599604,0.0,4.0,2.0,5668-MEISB
44.0,20.5,865.05,22.486576447011835,0.0,0.0,2.0,0129-QMPDR
65.0,95.5,6153.85,319.6415848916261,1.0,5.0,1.0,7188-CBBBA
3.0,64.6,174.2,175.3903230760081,1.0,7.0,2.0,5356-CSVSQ
24.0,51.1,1269.6,172.33483326570288,0.0,6.0,3.0,3221-CJMSG
44.0,84.8,3862.55,,0.0,3.0,2.0,4720-VSTSI
72.0,89.1,6352.4,177.81296761339698,2.0,3.0,1.0,3219-JQRSL
24.0,54.95,1348.5,155.66552199479423,0.0,3.0,3.0,2801-NISEI
1.0,50.9,50.9,89.24867338811542,0.0,2.0,2.0,3946-MHCZW
22.0,20.45,471.55,19.57409158433297,0.0,3.0,3.0,4623-ZKHLY
70.0,85.95,5931.75,262.79171762501664,0.0,3.0,2.0,6732-VAILE
25.0,60.35,1404.65,127.81602051344296,0.0,3.0,2.0,8201-AAXCB
37.0,19.8,726.1,61.89544028816616,0.0,0.0,3.0,7696-CFTAT
22.0,85.35,1961.6,264.3563448968487,0.0,3.0,2.0,1845-CSBRZ
59.0,72.1,4194.85,112.34909838848438,0.0,2.0,3.0,2123-VSCOT
49.0,99.8,4872.45,,0.0,5.0,2.0,6651-AZVTJ
47.0,107.35,5118.95,353.3831232308453,0.0,6.0,2.0,4566-GOLUK
31.0,19.55,658.95,0.0,0.0,0.0,3.0,2484-DGXPZ
1.0,81.05,81.05,306.95985222607504,0.0,0.0,2.0,2018-QKYGT
3.0,20.5,76.95,3.0138229043387383,0.0,0.0,2.0,2792-VPPET
53.0,111.8,5809.75,328.0401143104839,0.0,9.0,ORPH-13fcfba5,7409-JURKQ
1.0,20.2,20.2,8.64160623949658,0.0,0.0,3.0,3247-MHJKM
20.0,19.7,415.9,0.0,0.0,0.0,4.0,1964-SVLEA
3.0,79.1,246.5,239.989257055615,0.0,2.0,3.0,4587-NUKOX
51.0,19.85,996.95,26.478719568211297,0.0,0.0,3.0,7297-DVYGA
51.0,60.5,3145.15,117.7286247534642,0.0,4.0,3.0,2239-CGBUZ
13.0,19.55,265.3,0.0,0.0,1.0,4.0,0854-UYHZD
1.0,20.9,20.9,37.275751437703775,2.0,1.0,3.0,7243-LCGGZ
1.0,21.05,21.05,104.39403711468916,1.0,1.0,3.0,8267-KFGYD
63.0,71.5,4576.3,160.60093149231622,0.0,2.0,3.0,4890-VMUAV
3.0,54.65,189.1,207.86843539888451,0.0,4.0,2.0,9261-WDCAF
46.0,19.2,908.15,19.744078586552423,0.0,0.0,3.0,3764-MNMOI
1.0,,49.8,120.14648845967668,0.0,4.0,1.0,7442-YGZFK
8.0,25.5,215.2,95.85329599240606,1.0,2.0,2.0,0420-BWTPW
71.0,20.5,1500.95,44.49255992407099,0.0,1.0,3.0,8229-BUJHX
55.0,90.4,5099.15,243.4673196756404,0.0,3.0,2.0,7449-HVPIV
70.0,90.25,6385.95,267.8550304999188,0.0,0.0,3.0,5504-WSIUR
2.0,80.75,159.45,335.4743753877456,1.0,5.0,1.0,8183-ONMXC
67.0,104.6,6885.75,362.9872513341004,0.0,5.0,2.0,8466-PZBLH
65.0,91.85,5940.85,286.0658094331597,0.0,0.0,3.0,9614-RMGHA
14.0,50.2,668.85,111.13159909088782,0.0,0.0,,8735-IJJEG
20.0,95.5,1916.2,336.496915521008,0.0,0.0,2.0,0564-MUUQK
1.0,75.35,75.35,234.07748147584627,1.0,0.0,2.0,5054-IEXZT
1.0,75.45,75.45,298.78586647607625,1.0,4.0,1.0,5834-ASPWA
49.0,95.4,4613.95,396.6418856490898,1.0,0.0,2.0,0701-RFGFI
72.0,101.3,7261.25,,0.0,unknown,1.0,0019-EFAEP
179.90789185805545,53.1,2459.8,158.38578941254053,0.0,0.0,2.0,5619-PTMIK
24.0,84.85,2048.8,237.93753791210787,0.0,0.0,2.0,3737-XBQDD
,34.25,163.55,78.2676939974461,0.0,7.0,3.0,5882-CMAZQ
33.0,88.6,2888.7,290.84059948738934,-1.0,3.0,3.0,5846-QFDFI
42.0,60.15,2421.6,161.66649719380965,0.0,3.0,3.0,4445-KWOKW
23.0,99.95,2292.75,362.2259478005605,0.0,4.0,2.0,3511-APPBJ
8.0,70.7,553.4,264.7625379639376,0.0,2.0,3.0,7967-HYCDE
66.0,54.8,3465.7,—,0.0,7.0,ORPH-5ae63207,2430-RRYUW
24.0,49.55,1210.4,192.494183262344,0.0,0.0,2.0,3948-XHGNA
24.0,54.8,1291.3,51.60370438036861,0.0,2.0,2.0,3723-BFBGR
69.0,78.6,5356.45,100.88448277595876,0.0,9.0,4.0,0565-IYCGT
53.0,100.3,5200.8,430.30786121928656,1.0,4.0,1.0,5447-WZAFP
60.0,53.6,3237.05,171.26886565271218,0.0,5.0,1.0,5110-CHOPY
7.0,81.1,576.65,254.62954567802785,0.0,0.0,3.0,5445-UTODQ
20.0,19.35,433.75,11.958587988044544,0.0,2.0,3.0,4425-OWHWB
23.0,85.6,1868.4,320.3186121147001,0.0,0.0,2.0,UNK-06bb2ed7
72.0,80.8,5728.55,164.81734275445484,1.0,2.0,2.0,9675-ICXCT
11.0,74.95,825.7,309.788821144679,1.0,1.0,2.0,1024-VRZHF
21.0,19.6,390.4,0.0,0.0,0.0,4.0,4703-MQYKT
1.0,93.55,93.55,267.0890750602881,0.0,2.0,2.0,9497-QCMMS
31.0,90.7,2845.15,150.62514496733473,0.0,3.0,2.0,5692-ICXLW
57.0,69.75,3894.4,221.8974962807156,0.0,0.0,3.0,0602-DDUML
45.0,20.0,886.4,51.18611639433736,0.0,2.0,2.0,2208-MPXIO
10.0,95.25,1021.55,327.51389397060063,0.0,3.0,2.0,1960-UYCNN
58.0,102.1,5885.4,341.41988010125,0.0,4.0,3.0,0348-SDKOL
14.0,19.95,268.4,1.8760008062180185,0.0,0.0,ORPH-f5d64296,3190-FZATL
27.0,80.85,2204.35,239.45440068820017,0.0,0.0,3.0,7336-RLLRH
14.0,90.9,1259,338.41755857824904,0.0,8.0,2.0,4373-MAVJG
12.0,29.2,309.1,163.3109223199802,0.0,3.0,2.0,8901-HJXTF
69.0,93.3,6398.05,297.54169785007366,1.0,0.0,2.0,7710-JSYOA
25.0,89.15,2257.75,368.04848726198713,0.0,5.0,2.0,5419-KLXBN
58.0,108.85,6287.25,296.69129996278616,1.0,2.0,1.0,3424-NMNBO
35.0,46.35,1662.05,181.10237584707127,0.0,8.0,3.0,9885-MFVSU
16.0,84.75,1350.15,259.7822777876048,0.0,,2.0,4514-GFCFI
45.0,78.75,3600.65,247.82166473498663,0.0,0.0,1.0,0607-MVMGC
